ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	14.818128312951462	10.167221066982592	65	256
1584	warmup	2	14.804521046274827	10.38840487801136	65	256
1584	eval	1	14.796191136734723	67.62109967599157	1086	256
1584	eval	2	14.797758000933875	68.09238066951363	1086	256
1584	eval	3	14.794060323474442	68.22846609717467	1086	256
1584	eval	4	14.802101111996281	68.20729742715292	1086	256
1584	eval	5	14.799840254224256	67.74502693176721	1086	256
1586	warmup	1	15.071971608173484	10.11962486394943	65	256
1586	warmup	2	15.026381571598682	10.466402204836186	65	256
1586	eval	1	15.013315520660024	68.64647048735897	1086	256
1586	eval	2	15.006458052670558	68.618689355232	1086	256
1586	eval	3	15.003838872836605	68.73803176557875	1086	256
1586	eval	4	15.010780202891803	68.72434702378014	1086	256
1586	eval	5	14.99915600452248	68.66089257642982	1086	256
1664	warmup	1	15.37811295656476	10.106841756556657	65	256
1664	warmup	2	15.309304463015083	10.36583255735774	65	256
1664	eval	1	15.292380457938695	68.21437075791881	1086	256
1664	eval	2	15.287085798351036	68.4432457703051	1086	256
1664	eval	3	15.291635988817513	68.39068284633206	1086	256
1664	eval	4	15.288741012788314	68.40210232538804	1086	256
1664	eval	5	15.28251003287829	68.34437206122347	1086	256
