time,sel_entries,ssh,uptime_s,dimm_a1,dimm_a2,dimm_a3,cpu1,load1,build
2026-09-05 22:43:42,177,up,243.34,57,37,36,36,8.59,building,
2026-09-05 22:44:41,177,up,302.66,62,39,38,38,16.38,building,
2026-09-05 22:45:39,177,up,360.95,64,39,38,38,18.86,building,
2026-09-05 22:45:57,177,11,up,380.16,19.18,
2026-09-05 22:46:44,177,11,up,427.23,20.12,
2026-09-05 22:47:30,177,11,up,473.70,17.39,
2026-09-05 22:48:21,177,11,up,524.14,17.56,
2026-09-05 22:49:07,177,11,up,570.48,13.31,
2026-09-05 22:49:56,177,11,up,619.98,6.06,
2026-09-05 22:50:46,177,11,up,669.60,2.76,
2026-09-05 22:51:33,177,11,up,716.23,1.26,
2026-09-05 22:52:20,177,11,up,763.21,0.75,
2026-09-05 22:53:06,177,11,up,809.84,0.47,
2026-09-05 22:53:53,177,11,up,856.85,0.26,
2026-09-05 22:54:40,177,11,up,903.58,0.27,
2026-09-05 22:55:27,177,11,up,950.70,0.25,
2026-09-05 22:56:17,177,11,up,1000.33,0.34,
2026-09-05 22:57:04,177,11,up,1047.24,0.20,
2026-09-05 22:57:53,177,11,up,1096.70,0.19,
2026-09-05 22:58:40,177,11,up,1143.70,0.20,
2026-09-05 22:59:27,177,11,up,1190.27,0.22,
2026-09-05 23:00:14,177,11,up,1237.26,0.14,
2026-09-05 23:01:00,177,11,up,1283.88,0.17,
2026-09-05 23:01:47,177,11,up,1330.83,0.20,
2026-09-05 23:02:34,177,11,up,1377.47,0.14,
2026-09-05 23:03:21,177,11,up,1424.50,0.18,
2026-09-05 23:04:07,177,11,up,1471.05,0.20,
2026-09-05 23:04:54,177,11,up,1518.02,0.22,
2026-09-05 23:05:41,177,11,up,1564.65,0.21,
2026-09-05 23:06:31,177,11,up,1614.77,0.28,
2026-09-05 23:07:18,177,11,up,1661.40,0.32,
2026-09-05 23:08:05,177,11,up,1708.45,0.21,
2026-09-05 23:08:51,177,11,up,1755.02,0.21,
2026-09-05 23:09:38,177,11,up,1802.05,0.20,
2026-09-05 23:10:25,177,11,up,1848.64,0.21,
2026-09-05 23:11:12,177,11,up,1895.60,0.16,
2026-09-05 23:11:59,177,11,up,1942.24,0.27,
2026-09-05 23:12:46,177,11,up,1989.21,0.26,
2026-09-05 23:13:32,177,11,up,2035.95,0.24,
2026-09-05 23:14:19,177,11,up,2082.88,0.16,
2026-09-05 23:15:06,177,11,up,2129.48,0.18,
2026-09-05 23:15:53,177,11,up,2176.47,0.20,
2026-09-05 23:16:40,177,11,up,2223.14,0.15,
2026-09-05 23:17:27,177,11,up,2270.14,0.18,
2026-09-05 23:18:13,177,11,up,2316.76,0.27,
2026-09-05 23:19:00,177,11,up,2363.85,0.17,
2026-09-05 23:19:47,177,11,up,2410.46,0.18,
2026-09-05 23:20:34,177,11,up,2457.47,0.19,
2026-09-05 23:21:21,177,11,up,2504.22,0.22,
2026-09-05 23:22:11,177,11,up,2554.19,0.22,
2026-09-05 23:22:57,177,11,up,2600.77,0.29,
2026-09-05 23:23:44,177,11,up,2647.71,0.23,
2026-09-05 23:24:31,177,11,up,2694.39,0.23,
2026-09-05 23:25:18,177,11,up,2741.27,0.17,
2026-09-05 23:26:04,177,11,up,2787.90,0.27,
2026-09-05 23:26:51,177,11,up,2834.85,0.26,
2026-09-05 23:27:38,177,11,up,2881.51,0.18,
2026-09-05 23:28:25,177,11,up,2928.46,0.13,
2026-09-05 23:29:11,177,11,up,2975.04,0.17,
2026-09-05 23:29:58,177,11,up,3022.04,0.27,
2026-09-05 23:30:45,177,11,up,3068.74,0.26,
2026-09-05 23:31:32,177,11,up,3115.72,0.19,
2026-09-05 23:32:19,177,11,up,3162.44,0.14,
2026-09-05 23:33:06,177,11,up,3209.33,0.18,
2026-09-05 23:33:52,177,11,up,3256.02,0.22,
2026-09-05 23:34:39,177,11,up,3302.99,0.24,
2026-09-05 23:35:29,177,11,up,3352.60,0.21,
2026-09-05 23:36:16,177,11,up,3399.59,0.22,
2026-09-05 23:37:03,177,11,up,3446.21,0.23,
2026-09-05 23:37:50,177,11,up,3493.21,0.24,
2026-09-05 23:38:36,177,11,up,3539.80,0.21,
2026-09-05 23:39:23,177,11,up,3586.79,0.21,
2026-09-05 23:40:10,177,11,up,3633.39,0.31,
2026-09-05 23:40:57,177,11,up,3680.34,0.27,
2026-09-05 23:41:43,177,11,up,3726.97,0.24,
2026-09-05 23:42:30,177,11,up,3774.04,0.22,
2026-09-05 23:43:17,177,11,up,3820.71,0.23,
2026-09-05 23:44:07,177,11,up,3870.64,0.23,
2026-09-05 23:44:54,177,11,up,3917.35,0.21,
2026-09-05 23:45:44,177,11,up,3967.34,0.28,
2026-09-05 23:46:33,177,11,up,4017.03,0.47,
2026-09-05 23:47:20,177,11,up,4064.00,0.36,
2026-09-05 23:48:07,177,11,up,4110.64,0.23,
2026-09-05 23:48:54,177,11,up,4157.79,0.21,
2026-09-05 23:49:41,177,11,up,4204.43,0.22,
2026-09-05 23:50:28,177,11,up,4251.32,0.16,
2026-09-05 23:51:15,177,11,up,4298.16,0.17,
2026-09-05 23:52:02,177,11,up,4345.10,0.21,
2026-09-05 23:52:48,177,11,up,4391.76,0.15,
2026-09-05 23:53:35,177,11,up,4438.78,0.20,
2026-09-05 23:54:22,177,11,up,4485.37,0.19,
2026-09-05 23:55:09,177,11,up,4532.33,0.40,
2026-09-05 23:55:55,177,11,up,4579.06,0.36,
2026-09-05 23:56:42,177,11,up,4626.04,0.24,
2026-09-05 23:57:29,177,11,up,4672.73,0.26,
2026-09-05 23:58:16,177,11,up,4719.74,0.17,
2026-09-05 23:59:03,177,11,up,4766.41,0.18,
2026-09-05 23:59:50,177,11,up,4813.35,0.19,
2026-09-06 00:00:36,177,11,up,4859.97,0.22,
2026-09-06 00:01:23,177,11,up,4906.94,0.17,
2026-09-06 00:02:10,177,11,up,4953.51,0.18,
2026-09-06 00:02:57,177,11,up,5000.44,0.13,
2026-09-06 00:03:44,177,11,up,5047.14,0.30,
2026-09-06 00:04:31,177,11,up,5094.14,0.28,
2026-09-06 00:05:17,177,11,up,5140.78,0.27,
2026-09-06 00:06:04,177,11,up,5187.73,0.30,
2026-09-06 00:06:51,177,11,up,5234.40,0.20,
2026-09-06 00:07:38,177,11,up,5281.31,0.20,
2026-09-06 00:08:24,177,11,up,5328.02,0.21,
2026-09-06 00:09:11,177,11,up,5375.00,0.15,
2026-09-06 00:10:01,177,11,up,5424.65,0.25,
2026-09-06 00:10:48,177,11,up,5471.59,0.27,
2026-09-06 00:11:35,177,11,up,5518.28,0.27,
2026-09-06 00:12:22,177,11,up,5565.23,0.18,
2026-09-06 00:13:08,177,11,up,5611.82,0.19,
2026-09-06 00:13:55,177,11,up,5658.81,0.29,
2026-09-06 00:14:42,177,11,up,5705.51,0.19,
2026-09-06 00:15:29,177,11,up,5752.40,0.42,
2026-09-06 00:16:18,177,11,up,5802.02,0.31,
2026-09-06 00:17:05,177,11,up,5848.99,0.39,
2026-09-06 00:17:52,177,11,up,5895.77,0.23,
2026-09-06 00:18:39,177,11,up,5942.73,0.40,
2026-09-06 00:19:26,177,11,up,5989.30,0.30,
2026-09-06 00:20:13,177,11,up,6036.30,0.35,
2026-09-06 00:20:59,177,11,up,6082.93,0.36,
2026-09-06 00:21:49,177,11,up,6132.92,0.26,
2026-09-06 00:22:36,177,11,up,6179.57,0.25,
2026-09-06 00:23:23,177,11,up,6226.52,0.24,
2026-09-06 00:24:10,177,11,up,6273.15,0.15,
2026-09-06 00:24:57,177,11,up,6320.09,0.17,
2026-09-06 00:25:43,177,11,up,6366.75,0.21,
2026-09-06 00:26:30,177,11,up,6413.71,0.13,
2026-09-06 00:27:17,177,11,up,6460.43,0.18,
2026-09-06 00:28:04,177,11,up,6507.43,0.21,
2026-09-06 00:28:51,177,11,up,6554.14,0.20,
2026-09-06 00:29:38,177,11,up,6601.07,0.27,
2026-09-06 00:30:27,177,11,up,6650.74,0.32,
2026-09-06 00:31:14,177,11,up,6697.81,0.32,
2026-09-06 00:32:01,177,11,up,6744.54,0.26,
2026-09-06 00:32:48,177,11,up,6791.43,0.24,
2026-09-06 00:33:35,177,11,up,6838.20,0.22,
2026-09-06 00:34:22,177,11,up,6885.17,0.17,
2026-09-06 00:35:08,177,11,up,6931.80,0.19,
2026-09-06 00:35:55,177,11,up,6978.78,0.23,
2026-09-06 00:36:42,177,11,up,7025.44,0.16,
2026-09-06 00:37:29,177,11,up,7072.44,0.16,
2026-09-06 00:38:16,177,11,up,7119.14,0.20,
2026-09-06 00:39:03,177,11,up,7166.10,0.15,
2026-09-06 00:39:49,177,11,up,7212.86,0.17,
2026-09-06 00:40:37,177,11,up,7260.17,0.19,
2026-09-06 00:41:23,177,11,up,7306.77,0.21,
2026-09-06 00:42:10,177,11,up,7353.70,0.14,
2026-09-06 00:42:57,177,11,up,7400.52,0.17,
2026-09-06 00:43:44,177,11,up,7447.49,0.16,
2026-09-06 00:44:31,177,11,up,7494.12,0.20,
2026-09-06 00:45:18,177,11,up,7541.11,0.22,
2026-09-06 00:46:04,177,11,up,7587.80,0.23,
2026-09-06 00:46:51,177,11,up,7634.74,0.21,
2026-09-06 00:47:38,177,11,up,7681.37,0.22,
2026-09-06 00:48:25,177,11,up,7728.30,0.23,
2026-09-06 00:49:11,177,11,up,7774.83,0.16,
2026-09-06 00:49:58,177,11,up,7821.72,0.24,
2026-09-06 00:50:45,177,11,up,7868.39,0.23,
2026-09-06 00:51:32,177,11,up,7915.36,0.16,
2026-09-06 00:52:18,177,11,up,7962.03,0.19,
2026-09-06 00:53:05,177,11,up,8009.00,0.18,
2026-09-06 00:53:52,177,11,up,8055.59,0.20,
2026-09-06 00:54:39,177,11,up,8102.56,0.23,
2026-09-06 00:55:26,177,11,up,8149.30,0.16,
2026-09-06 00:56:13,177,11,up,8196.24,0.19,
2026-09-06 00:56:59,177,11,up,8242.86,0.27,
2026-09-06 00:57:46,177,11,up,8289.83,0.25,
2026-09-06 00:58:33,177,11,up,8336.45,0.18,
