ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.47018017019011	10.163118044616088	65	256
1584	warmup	2	15.185986514013491	10.414388519178097	65	256
1584	eval	1	15.16943548367982	68.31852815468825	1086	256
1584	eval	2	15.173823258151781	68.34140015670695	1086	256
1584	eval	3	15.171480697994786	68.38639345022075	1086	256
1584	eval	4	15.169690768223953	68.43431795781409	1086	256
1584	eval	5	15.17573651080059	68.35906764778083	1086	256
1586	warmup	1	15.342198447141781	10.19535076320043	65	256
1586	warmup	2	15.289708926944337	10.501443948542924	65	256
1586	eval	1	15.267723710023462	68.51096588664892	1086	256
1586	eval	2	15.27421329746757	68.7221725825109	1086	256
1586	eval	3	15.270291010588455	68.61976895104573	1086	256
1586	eval	4	15.270781072415653	68.71765453357132	1086	256
1586	eval	5	15.271596393660234	68.67569421103737	1086	256
1664	warmup	1	15.03240540330417	10.231230532132596	65	256
1664	warmup	2	15.015244872543153	10.639832028153323	65	256
1664	eval	1	14.991507252580838	68.62797759163826	1086	256
1664	eval	2	14.98310859353267	68.62613015103562	1086	256
1664	eval	3	14.994705287560668	68.659781300262	1086	256
1664	eval	4	14.995453624480218	68.6334511098522	1086	256
1664	eval	5	14.997945984428851	68.71294143714951	1086	256
