ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.433319379040393	10.142764877134447	65	256
1584	warmup	2	15.14985723922613	10.357676049818192	65	256
1584	eval	1	15.133072614925785	67.99102243033846	1086	256
1584	eval	2	15.136660690642074	68.0129089252664	1086	256
1584	eval	3	15.139300488620922	67.94158275109608	1086	256
1584	eval	4	15.127343275700913	67.97701650752367	1086	256
1584	eval	5	15.128170171585952	68.0510096833579	1086	256
1586	warmup	1	15.084959552862944	10.340728598191742	65	256
1586	warmup	2	15.084969330666357	10.59940620495762	65	256
1586	eval	1	15.056209948496587	68.82602947199027	1086	256
1586	eval	2	15.053544162923568	68.94515812629153	1086	256
1586	eval	3	15.055885860388301	68.99626695888216	1086	256
1586	eval	4	15.061544353100492	68.91401662871107	1086	256
1586	eval	5	15.067264742906557	68.96706765364509	1086	256
1664	warmup	1	14.773952183411227	10.297698543588574	65	256
1664	warmup	2	14.772049389885508	10.473723281330493	65	256
1664	eval	1	14.617430440730374	68.3953346068553	1086	256
1664	eval	2	14.748236087919764	68.67238510765345	1086	256
1664	eval	3	14.746341611215238	68.60066209114147	1086	256
1664	eval	4	14.741364770522155	68.70585996455132	1086	256
1664	eval	5	14.751735777972547	68.69181436460957	1086	256
