ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.56341318782839	10.178442184725885	65	256
1584	warmup	2	15.259714074684021	10.430922260422578	65	256
1584	eval	1	15.245516537752723	68.71135460829214	1086	256
1584	eval	2	15.242092658348373	68.84359495927959	1086	256
1584	eval	3	15.248965572124508	68.36537199481154	1086	256
1584	eval	4	15.25009742786853	68.62365404275783	1086	256
1584	eval	5	15.248001901235238	68.51808072906266	1086	256
1586	warmup	1	15.245473865952624	10.078838223172149	65	256
1586	warmup	2	15.164246261435753	10.448516222285912	65	256
1586	eval	1	15.156968466578382	68.17853081920711	1086	256
1586	eval	2	15.149180370165489	68.25751082456644	1086	256
1586	eval	3	15.146994182548378	68.31108515932868	1086	256
1586	eval	4	15.153214686424644	68.29979913821502	1086	256
1586	eval	5	15.152113308450328	68.24324052587762	1086	256
1664	warmup	1	14.789097361884997	10.2464136369992	65	256
1664	warmup	2	14.701364183227238	10.37582184490413	65	256
1664	eval	1	14.690578260756045	68.0883591288527	1086	256
1664	eval	2	14.689587779181066	68.22232411596966	1086	256
1664	eval	3	14.694975925496474	68.16080250495342	1086	256
1664	eval	4	14.695782379343608	68.28771816463993	1086	256
1664	eval	5	14.693020895427129	68.2282346277264	1086	256
