Linux 5.15.0-174-generic (t120h-p100) 	04/16/26 	_x86_64_	(80 CPU)

06:58:08     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:58:09     all    0.25    0.00    0.96    0.00    0.00    0.00    0.00    0.00    0.00   98.79
06:58:09       0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09       1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09       2    5.05    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   91.92
06:58:09       3    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
06:58:09       4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09       5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09       6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09       8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09       9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09      10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09      12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09      13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09      14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09      15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09      16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09      17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09      18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09      19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09      20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09      21    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
06:58:09      22    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
06:58:09      23    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09      24    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
06:58:09      25    1.00    0.00   38.00    0.00    0.00    0.00    0.00    0.00    0.00   61.00
06:58:09      26    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
06:58:09      27    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09      28    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09      29    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
06:58:09      30    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09      31    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09      32    1.02    0.00    3.06    0.00    0.00    0.00    0.00    0.00    0.00   95.92
06:58:09      33    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09      34    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09      35    0.00    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   96.97
06:58:09      36    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09      37    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09      38    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09      39    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:58:09      40    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
