#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 20260416    06:53:34       0     47     76      -      0      0      0      0      -      -    715   1189      0      0   9703      2      0      -      -      0      0      0 
 20260416    06:53:34       1     48     72      -      0      0      0      0      -      -    715   1189      0      0  14173      2      0      -      -      0      0      0 
 20260416    06:53:34       2     40     54      -      0      0      0      0      -      -    715   1189      0      0  14173      2      0      0      0      0      0      0 
 20260416    06:53:34       3     35     50      -      0      0      0      0      -      -    715   1189      0      0  10485      2      0      0      0      0      0      0 
 20260416    06:53:36       0     47     76      -      0      0      0      0      -      -    715   1189      0      0   9703      2      0      -      -      0      0      0 
 20260416    06:53:36       1     48     72      -      0      0      0      0      -      -    715   1189      0      0  14173      2      0      -      -      0      0      0 
 20260416    06:53:36       2     40     54      -      0      0      0      0      -      -    715   1189      0      0  14173      2      0      0      0      0      0      0 
 20260416    06:53:36       3     35     50      -      0      0      0      0      -      -    715   1189      0      0  10485      2      0      0      0      0      0      0 
 20260416    06:53:38       0     47     76      -      0      0      0      0      -      -    715   1189      0      0   9703      2      0      -      -      0      0      0 
 20260416    06:53:38       1     48     72      -      0      0      0      0      -      -    715   1189      0      0  14173      2      0      -      -      0      0      0 
 20260416    06:53:38       2     40     54      -      0      0      0      0      -      -    715   1189      0      0  14173      2      0      0      0      0      0      0 
 20260416    06:53:38       3     35     50      -      0      0      0      0      -      -    715   1189      0      0  10485      2      0      0      0      0      0      0 
 20260416    06:53:40       0     47     76      -     19      8      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0      0      0 
 20260416    06:53:40       1     48     72      -     39     12      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0      0     10 
 20260416    06:53:40       2     40     54      -     11      4      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0     98     27 
 20260416    06:53:40       3     45     50      -     11      4      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0    122     72 
 20260416    06:53:42       0     56     77      -     10      3      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0     64     14 
 20260416    06:53:42       1     79     72      -     11      4      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0     30      6 
 20260416    06:53:42       2     41     55      -     11      4      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0     62      6 
 20260416    06:53:42       3     52     51      -     13      4      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0      1     17 
 20260416    06:53:43       0     59     77      -      8      3      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0      0     11 
 20260416    06:53:43       1     49     72      -     10      3      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0     41     11 
 20260416    06:53:43       2     67     55      -     11      4      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0     14      9 
