#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 20260416    06:52:48       0     47     76      -      0      0      0      0      -      -    715   1189      0      0   9703      2      0      -      -      0      0      0 
 20260416    06:52:48       1     55     72      -      0      0      0      0      -      -    715   1328      0      0  14173      2      0      -      -      0      0      0 
 20260416    06:52:48       2     45     55      -      0      0      0      0      -      -    715   1316      0      0  14173      2      0      0      0      0      0      0 
 20260416    06:52:48       3     35     50      -      0      0      0      0      -      -    715   1189      0      0  10485      2      0      0      0      0      0      0 
 20260416    06:52:50       0     47     77      -      0      0      0      0      -      -    715   1189      0      0   9703      2      0      -      -      0      0      0 
 20260416    06:52:50       1     55     72      -      0      0      0      0      -      -    715   1328      0      0  14173      2      0      -      -      0      0      0 
 20260416    06:52:50       2     45     55      -      0      0      0      0      -      -    715   1316      0      0  14173      2      0      0      0      0      0      0 
 20260416    06:52:50       3     35     50      -      0      0      0      0      -      -    715   1189      0      0  10485      2      0      0      0      0      0      0 
 20260416    06:52:52       0     47     76      -      0      0      0      0      -      -    715   1189      0      0   9703      2      0      -      -      0      0      0 
 20260416    06:52:52       1     55     72      -      0      0      0      0      -      -    715   1328      0      0  14173      2      0      -      -      0      0      0 
 20260416    06:52:52       2     45     55      -      0      0      0      0      -      -    715   1316      0      0  14173      2      0      0      0      0      0      0 
 20260416    06:52:52       3     35     50      -      0      0      0      0      -      -    715   1189      0      0  10485      2      0      0      0      0      0      0 
 20260416    06:52:54       0     47     77      -      0      0      0      0      -      -    715   1189      0      0   9703      2      0      -      -      0      0      0 
 20260416    06:52:54       1     55     72      -      0      0      0      0      -      -    715   1328      0      0  14173      2      0      -      -      0      0      0 
 20260416    06:52:54       2     45     55      -      0      0      0      0      -      -    715   1316      0      0  14173      2      0      0      0      0      0      0 
 20260416    06:52:54       3     35     50      -      0      0      0      0      -      -    715   1189      0      0  10485      2      0      0      0      0      0      0 
 20260416    06:52:57       0     47     76      -      0      0      0      0      -      -    715   1189      0      0   9703      2      0      -      -      0      0      0 
 20260416    06:52:57       1     55     72      -      0      0      0      0      -      -    715   1328      0      0  14173      2      0      -      -      0      0      0 
 20260416    06:52:57       2     45     55      -      0      0      0      0      -      -    715   1316      0      0  14173      2      0      0      0      0      0      0 
 20260416    06:52:57       3     35     50      -      0      0      0      0      -      -    715   1189      0      0  10485      2      0      0      0      0      0      0 
 20260416    06:52:59       0     47     76      -      0      0      0      0      -      -    715   1189      0      0   9703      2      0      -      -      0      0      0 
 20260416    06:52:59       1     55     72      -      0      0      0      0      -      -    715   1328      0      0  14173      2      0      -      -      0      0      0 
 20260416    06:52:59       2     45     55      -      0      0      0      0      -      -    715   1316      0      0  14173      2      0      0      0      0      0      0 
 20260416    06:52:59       3     35     50      -      0      0      0      0      -      -    715   1189      0      0  10485      2      0      0      0      0      0      0 
 20260416    06:53:01       0     47     77      -      0      0      0      0      -      -    715   1189      0      0   9703      2      0      -      -      0      0      0 
 20260416    06:53:01       1     48     72      -      0      0      0      0      -      -    715   1189      0      0  14173      2      0      -      -      0      0      0 
 20260416    06:53:01       2     40     55      -      0      0      0      0      -      -    715   1189      0      0  14173      2      0      0      0      0      0      0 
 20260416    06:53:01       3     35     50      -      0      0      0      0      -      -    715   1189      0      0  10485      2      0      0      0      0      0      0 
 20260416    06:53:03       0     47     76      -      0      0      0      0      -      -    715   1189      0      0   9703      2      0      -      -      0      0      0 
 20260416    06:53:03       1     48     72      -      0      0      0      0      -      -    715   1189      0      0  14173      2      0      -      -      0      0      0 
