ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	14.870556165190271	9.946504637596044	65	256
1584	warmup	2	14.842159432157532	10.331808411395444	65	256
1584	eval	1	14.83510920987339	67.69824833587607	1086	256
1584	eval	2	14.830249259414428	67.8593075351325	1086	256
1584	eval	3	14.827428425802044	67.9049418352905	1086	256
1584	eval	4	14.825948003547108	67.89614540578481	1086	256
1584	eval	5	14.830658214736344	67.87567027224394	1086	256
1586	warmup	1	13.929697794662216	10.155762840751233	65	256
1586	warmup	2	13.865104127202798	10.401487828819034	65	256
1586	eval	1	13.842457477430575	67.52631521022788	1086	256
1586	eval	2	13.847704139906384	67.57221734062384	1086	256
1586	eval	3	13.842972458216664	67.65512928670935	1086	256
1586	eval	4	13.840240802889669	67.6146287424557	1086	256
1586	eval	5	13.844805142479812	67.60135394431802	1086	256
1664	warmup	1	15.177222830266299	10.31583598265162	65	256
1664	warmup	2	15.088259836808684	10.506967655189124	65	256
1664	eval	1	15.061209402171768	69.0332616366337	1086	256
1664	eval	2	15.069170731173234	69.30578324214241	1086	256
1664	eval	3	15.066030409369942	69.14442245179247	1086	256
1664	eval	4	15.06063789331797	69.25020961579332	1086	256
1664	eval	5	15.065557833763455	69.17736330670854	1086	256
