ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.34862636089405	10.056992201189356	65	256
1584	warmup	2	15.240218890025092	10.337838987680636	65	256
1584	eval	1	15.21551288106093	67.87824967120301	1086	256
1584	eval	2	15.21851679740819	67.96884798685785	1086	256
1584	eval	3	15.21089309095092	68.01658928370453	1086	256
1584	eval	4	15.21858826906036	68.079677294807	1086	256
1584	eval	5	15.213215292252702	68.06528927841957	1086	256
1586	warmup	1	14.879339310836665	10.124088617860979	65	256
1586	warmup	2	14.871290433571891	10.483164199574933	65	256
1586	eval	1	14.8484325942352	68.04279779203002	1086	256
1586	eval	2	14.846929892681056	68.09475454066921	1086	256
1586	eval	3	14.850670417853198	68.28655023453538	1086	256
1586	eval	4	14.851933475173167	68.29002837934871	1086	256
1586	eval	5	14.850391299109331	68.30864462251517	1086	256
1664	warmup	1	15.15669745745808	10.138553471744865	65	256
1664	warmup	2	15.15116901330261	10.427445035332996	65	256
1664	eval	1	15.11790608496901	68.8267317448977	1086	256
1664	eval	2	15.117320445502708	68.95196505163938	1086	256
1664	eval	3	15.121352099325073	68.86269767271982	1086	256
1664	eval	4	15.117464172938593	68.93062950929136	1086	256
1664	eval	5	15.121064499314087	68.89018732865866	1086	256
