ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.43434942197457	10.227233391759682	65	256
1584	warmup	2	15.28347533333648	10.480537480659379	65	256
1584	eval	1	15.276119135350173	68.68288240428035	1086	256
1584	eval	2	15.274348176141396	68.61514297032805	1086	256
1584	eval	3	15.278443971648219	68.62576587871312	1086	256
1584	eval	4	15.266824129644917	68.70843764288556	1086	256
1584	eval	5	15.264769514204076	68.7332158202091	1086	256
1586	warmup	1	14.807546434672517	10.259565426906041	65	256
1586	warmup	2	14.796664068965864	10.512874632352643	65	256
1586	eval	1	14.780823198317249	68.18603485963943	1086	256
1586	eval	2	14.781885769051282	68.1573674536897	1086	256
1586	eval	3	14.779124256064494	68.43073023717676	1086	256
1586	eval	4	14.784456200268858	68.32930016388336	1086	256
1586	eval	5	14.778057816842137	68.2867176926484	1086	256
1664	warmup	1	14.930999244876379	10.297953052107324	65	256
1664	warmup	2	14.918796582266877	10.460274612784772	65	256
1664	eval	1	14.899912457194034	68.75732406371486	1086	256
1664	eval	2	14.901314878054858	68.94360432211646	1086	256
1664	eval	3	14.896881285531025	68.89607863948135	1086	256
1664	eval	4	14.897115342370334	68.93386290958918	1086	256
1664	eval	5	14.899988772625646	68.83702757658232	1086	256
