ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.305778666841569	9.938278631132558	64	256
1584	warmup	2	15.303690682282168	10.280681891928186	64	256
1584	eval	1	15.285782329623684	68.4222879832931	1085	256
1584	eval	2	15.286687796929726	68.61714321852347	1085	256
1584	eval	3	15.292512003576535	68.67155105995647	1085	256
1584	eval	4	15.288570270837619	68.58671108135579	1085	256
1584	eval	5	15.291863432429587	68.63590348539444	1085	256
1586	warmup	1	14.77729263489922	9.92187915430243	64	256
1586	warmup	2	14.732282488063829	10.219650631662235	64	256
1586	eval	1	14.723794837262382	67.98610677277597	1085	256
1586	eval	2	14.727476955957078	68.28905087345473	1085	256
1586	eval	3	14.73026666443411	68.18796852518788	1085	256
1586	eval	4	14.724482500585243	68.24965610979727	1085	256
1586	eval	5	14.727445607401279	68.22829173839021	1085	256
1664	warmup	1	15.426427120767652	10.057009098921842	64	256
1664	warmup	2	15.322934128801112	10.371946089865459	64	256
1664	eval	1	15.292680092962769	69.21366577581982	1085	256
1664	eval	2	15.29069157647747	69.20138476754425	1085	256
1664	eval	3	15.289266045353099	69.20695526711174	1085	256
1664	eval	4	15.293420095613747	69.18578155032647	1085	256
1664	eval	5	15.294661816506355	69.20669923399984	1085	256
