ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.492994654856323	10.134810125891493	65	256
1584	warmup	2	15.213457586871073	10.41926313368155	65	256
1584	eval	1	15.159054304765798	68.48503472714673	1086	256
1584	eval	2	15.155750796357744	68.63751994817424	1086	256
1584	eval	3	15.15692987859536	68.67215930119818	1086	256
1584	eval	4	15.1558046317323	68.72635198055613	1086	256
1584	eval	5	15.151829917868202	68.5728314189348	1086	256
1586	warmup	1	14.909337252004141	10.088671663404662	65	256
1586	warmup	2	14.900258484562226	10.369775009384647	65	256
1586	eval	1	14.887599496124542	67.6803892706765	1086	256
1586	eval	2	14.892649593174701	67.7371675647247	1086	256
1586	eval	3	14.882816712589266	67.80686257896596	1086	256
1586	eval	4	14.88850689270987	67.76999885801935	1086	256
1586	eval	5	14.888502563265087	67.7340581251774	1086	256
1664	warmup	1	15.130384015647653	10.220713959325332	65	256
1664	warmup	2	15.102676371237473	10.313115712840972	65	256
1664	eval	1	15.078697252390414	67.87115679574644	1086	256
1664	eval	2	15.08057859467387	67.77319618767659	1086	256
1664	eval	3	15.0802881018353	67.97020927063585	1086	256
1664	eval	4	15.086605068922507	67.94635216306524	1086	256
1664	eval	5	15.085818270104504	67.8833581384708	1086	256
