ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	14.784410947486696	9.992850427795489	64	256
1584	warmup	2	14.647898284078822	10.239932826040661	64	256
1584	eval	1	14.63147514932535	68.0754926469684	1085	256
1584	eval	2	14.632378355351538	68.10935462212052	1085	256
1584	eval	3	14.62745639846654	68.15392132851528	1085	256
1584	eval	4	14.635681024250696	68.15595061438663	1085	256
1584	eval	5	14.630373054510425	68.15474758433821	1085	256
1586	warmup	1	14.817755213114918	10.15092039505479	64	256
1586	warmup	2	15.1490324531923	10.31445385369753	64	256
1586	eval	1	15.130147936794515	68.24303249645152	1085	256
1586	eval	2	15.126405640447585	68.29196078367197	1085	256
1586	eval	3	15.130167609750897	68.26755015572866	1085	256
1586	eval	4	15.139569085283796	68.28239812565133	1085	256
1586	eval	5	15.142565479469816	68.19511722960637	1085	256
1664	warmup	1	14.607659937328574	9.989695005246151	64	256
1664	warmup	2	14.60326188953659	10.238374965125535	64	256
1664	eval	1	14.594379715773314	68.39186889385891	1085	256
1664	eval	2	14.594330627035154	68.59986784567394	1085	256
1664	eval	3	14.594615179904856	68.48516557661638	1085	256
1664	eval	4	14.591520639363955	68.48945404436539	1085	256
1664	eval	5	14.588960317173116	68.5578090819825	1085	256
