0.00.333.891 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.02.043.762 W srv  llama_server: -----------------
0.02.043.769 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.02.043.770 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.02.043.771 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.02.043.772 W srv  llama_server: -----------------
0.02.045.326 I srv    load_model: loading model '/home/ubuntu/models/DeepSeek-V4-Flash-0731-GGUF/UD-Q4_K_XL/DeepSeek-V4-Flash-0731-UD-Q4_K_XL-00001-of-00005.gguf'
4.51.893.076 I cmn          init: llama threadpool init, n_threads = 24
4.52.617.570 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 32768, kv_unified = 'true'
4.52.626.280 I srv  llama_server: model loaded
4.52.626.289 I srv  llama_server: listening on http://0.0.0.0:8000
10.54.295.315 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
10.54.295.482 I slot launch_slot_: id  3 | task 0 | processing task, is_child = 0
11.03.325.997 I slot print_timing: id  3 | task 0 | n_gen =    100, tg =  13.12 t/s, tg_3s =  13.25 t/s
11.06.351.435 I slot print_timing: id  3 | task 0 | n_gen =    139, tg =  13.06 t/s, tg_3s =  12.89 t/s
11.09.366.176 I slot print_timing: id  3 | task 0 | n_gen =    178, tg =  13.03 t/s, tg_3s =  12.94 t/s
11.11.074.256 I slot print_timing: id  3 | task 0 | prompt eval time =    1473.95 ms /    14 tokens (  105.28 ms per token,     9.50 tokens per second)
11.11.074.261 I slot print_timing: id  3 | task 0 |        eval time =   15293.30 ms /   200 tokens (   76.85 ms per token,    13.01 tokens per second)
11.11.074.262 I slot print_timing: id  3 | task 0 |       total time =   16767.25 ms /   214 tokens
11.11.074.272 I slot print_timing: id  3 | task 0 |    graphs reused =        197
11.11.074.338 I slot      release: id  3 | task 0 | stop processing: n_tokens = 213, truncated = 0
11.41.324.421 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = -1
11.41.324.627 I slot launch_slot_: id  2 | task 202 | processing task, is_child = 0
11.49.830.602 I slot print_timing: id  2 | task 202 | prompt processing, n_tokens =    699, progress = 0.58, t =   8.44 s / 82.81 tokens per second
11.54.912.659 I slot print_timing: id  2 | task 202 | prompt processing, n_tokens =   1211, progress = 1.00, t =  13.52 s / 89.55 tokens per second
11.57.692.613 I slot print_timing: id  2 | task 202 | prompt eval time =   13717.15 ms /  1215 tokens (   11.29 ms per token,    88.58 tokens per second)
11.57.692.618 I slot print_timing: id  2 | task 202 |        eval time =    2586.16 ms /    36 tokens (   73.89 ms per token,    13.53 tokens per second)
11.57.692.620 I slot print_timing: id  2 | task 202 |       total time =   16303.32 ms /  1251 tokens
11.57.692.621 I slot print_timing: id  2 | task 202 |    graphs reused =        231
11.57.692.769 I slot      release: id  2 | task 202 | stop processing: n_tokens = 1250, truncated = 0
12.27.245.675 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = -1
12.27.245.964 I slot launch_slot_: id  1 | task 241 | processing task, is_child = 0
12.48.940.703 I slot print_timing: id  1 | task 241 | prompt processing, n_tokens =   2048, progress = 0.11, t =  21.58 s / 94.92 tokens per second
13.11.404.741 I slot print_timing: id  1 | task 241 | prompt processing, n_tokens =   4096, progress = 0.22, t =  44.04 s / 93.00 tokens per second
13.34.895.491 I slot print_timing: id  1 | task 241 | prompt processing, n_tokens =   6144, progress = 0.32, t =  67.53 s / 90.98 tokens per second
13.58.977.126 I slot print_timing: id  1 | task 241 | prompt processing, n_tokens =   8192, progress = 0.43, t =  91.61 s / 89.42 tokens per second
14.24.103.533 I slot print_timing: id  1 | task 241 | prompt processing, n_tokens =  10240, progress = 0.54, t = 116.74 s / 87.72 tokens per second
14.49.715.437 I slot print_timing: id  1 | task 241 | prompt processing, n_tokens =  12288, progress = 0.65, t = 142.35 s / 86.32 tokens per second
15.16.244.328 I slot print_timing: id  1 | task 241 | prompt processing, n_tokens =  14336, progress = 0.75, t = 168.88 s / 84.89 tokens per second
15.43.328.806 I slot print_timing: id  1 | task 241 | prompt processing, n_tokens =  16384, progress = 0.86, t = 195.97 s / 83.61 tokens per second
16.11.115.345 I slot print_timing: id  1 | task 241 | prompt processing, n_tokens =  18432, progress = 0.97, t = 223.75 s / 82.38 tokens per second
16.12.642.754 I slot print_timing: id  1 | task 241 | prompt processing, n_tokens =  18499, progress = 0.97, t = 225.28 s / 82.12 tokens per second
16.19.727.342 I slot print_timing: id  1 | task 241 | prompt processing, n_tokens =  19011, progress = 1.00, t = 232.36 s / 81.82 tokens per second
16.24.027.551 I slot print_timing: id  1 | task 241 | prompt eval time =  232576.34 ms / 19015 tokens (   12.23 ms per token,    81.76 tokens per second)
16.24.027.556 I slot print_timing: id  1 | task 241 |        eval time =    4087.61 ms /    52 tokens (   80.15 ms per token,    12.48 tokens per second)
16.24.027.557 I slot print_timing: id  1 | task 241 |       total time =  236663.95 ms / 19067 tokens
16.24.027.558 I slot print_timing: id  1 | task 241 |    graphs reused =        298
16.24.028.276 I slot      release: id  1 | task 241 | stop processing: n_tokens = 19066, truncated = 0
16.47.842.461 I srv    operator(): operator(): cleaning up before exit...
