ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.437604218904264	10.041304277564244	64	256
1584	warmup	2	15.442781959259527	10.3949158466594	64	256
1584	eval	1	15.428226084260775	68.75613062296033	1085	256
1584	eval	2	15.414230345200485	68.93435054597595	1085	256
1584	eval	3	15.411851942913778	68.91989190057876	1085	256
1584	eval	4	15.407688954390293	68.89078283866472	1085	256
1584	eval	5	15.419796428570352	68.77332350603741	1085	256
1586	warmup	1	14.862620329893273	9.944484912973326	64	256
1586	warmup	2	14.866818567611068	10.193566266940831	64	256
1586	eval	1	14.850620451381129	68.18999126791024	1085	256
1586	eval	2	14.844926476732404	68.18755713457408	1085	256
1586	eval	3	14.836717863002614	68.20640906394655	1085	256
1586	eval	4	14.838440394129842	68.24150019095042	1085	256
1586	eval	5	14.844351466230522	68.20539290298056	1085	256
1664	warmup	1	14.617600710415395	10.049264951225735	64	256
1664	warmup	2	14.60724485108884	10.169765161054121	64	256
1664	eval	1	14.601802569711916	67.92336791728299	1085	256
1664	eval	2	14.60931551590344	67.98350826607404	1085	256
1664	eval	3	14.596906983833128	68.05393835981603	1085	256
1664	eval	4	14.593688343804493	68.09849238724756	1085	256
1664	eval	5	14.605892233733302	67.98318879125766	1085	256
