tag	run	eval_tps	prompt_tps	prompt_n	predicted_n	gpu0_used	gpu1_used	gpu2_used	gpu3_used
Sb_f16_fa1_ctx32768_b1280_ub1280_1k	1	15.404915804914072	67.98502308652878	1090	256	2933MiB	10563MiB	10567MiB	3585MiB
Sb_f16_fa1_ctx32768_b1280_ub1280_1k	2	15.404833302553754	68.13355501950214	1090	256	2933MiB	10563MiB	10567MiB	3585MiB
Sb_f16_fa1_ctx32768_b1280_ub1280_1k	3	15.406142320618793	68.46605079464901	1090	256	2933MiB	10563MiB	10567MiB	3585MiB
Sb_f16_fa1_ctx32768_b1280_ub1280_warmup	1	15.709478718995104	10.617530990110923	69	256	2883MiB	10517MiB	10517MiB	3547MiB
Sb_f16_fa1_ctx32768_b1280_ub1280_warmup	2	15.423913922992375	10.842278474965966	69	256	2883MiB	10517MiB	10517MiB	3547MiB
Sb_f16_fa1_ctx32768_b1280_ub1280_warmup	3	15.426148249261729	10.820379196268506	69	256	2883MiB	10517MiB	10517MiB	3547MiB
Sb_f16_fa1_ctx32768_b1536_ub1536_1k	1	14.923598172791948	68.7932750723718	1090	256	2935MiB	10637MiB	10641MiB	3837MiB
Sb_f16_fa1_ctx32768_b1536_ub1536_1k	2	14.90973408198059	68.9205934859796	1090	256	2935MiB	10637MiB	10641MiB	3837MiB
Sb_f16_fa1_ctx32768_b1536_ub1536_1k	3	14.909271260446099	69.03634884105071	1090	256	2935MiB	10637MiB	10641MiB	3837MiB
Sb_f16_fa1_ctx32768_b1536_ub1536_warmup	1	14.960421795067118	10.718716338958744	69	256	2885MiB	10591MiB	10591MiB	3799MiB
Sb_f16_fa1_ctx32768_b1536_ub1536_warmup	2	14.939166081743847	10.917058204058488	69	256	2885MiB	10591MiB	10591MiB	3799MiB
Sb_f16_fa1_ctx32768_b1536_ub1536_warmup	3	14.945348771022369	10.984460808637799	69	256	2885MiB	10591MiB	10591MiB	3799MiB
Sb_f16_fa1_ctx32768_b1792_ub1792_1k	1	15.251436613837914	68.34173299210953	1090	256	2995MiB	10709MiB	10713MiB	4089MiB
Sb_f16_fa1_ctx32768_b1792_ub1792_1k	2	15.257048488211247	68.53262347786841	1090	256	2995MiB	10709MiB	10713MiB	4089MiB
Sb_f16_fa1_ctx32768_b1792_ub1792_1k	3	15.255311947292897	69.16526723333538	1090	256	2995MiB	10709MiB	10713MiB	4089MiB
Sb_f16_fa1_ctx32768_b1792_ub1792_warmup	1	15.283112190878908	10.791844556147858	69	256	2945MiB	10663MiB	10663MiB	4051MiB
Sb_f16_fa1_ctx32768_b1792_ub1792_warmup	2	15.276134631916165	10.982076137619737	69	256	2945MiB	10663MiB	10663MiB	4051MiB
Sb_f16_fa1_ctx32768_b1792_ub1792_warmup	3	15.281180891456339	11.065459409008247	69	256	2945MiB	10663MiB	10663MiB	4051MiB
