ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.417642866443344	9.871238942284409	64	256
1584	warmup	2	15.131187096596493	10.155419169686581	64	256
1584	eval	1	15.119060534651322	67.83140800498138	1085	256
1584	eval	2	15.123680990525486	67.90782986040591	1085	256
1584	eval	3	15.118651591087485	67.97105948902302	1085	256
1584	eval	4	15.11937306102161	68.03291815069348	1085	256
1584	eval	5	15.127830462876746	67.94071261729792	1085	256
1586	warmup	1	15.168999542263586	10.08469091919279	64	256
1586	warmup	2	15.152566217306266	10.231078499548394	64	256
1586	eval	1	15.136000213796004	68.19832349035626	1085	256
1586	eval	2	15.132746998499433	68.2477285614857	1085	256
1586	eval	3	15.134459325283338	68.27761565252698	1085	256
1586	eval	4	15.129496075491458	68.28268604074078	1085	256
1586	eval	5	15.135003343002984	68.28465424175461	1085	256
1664	warmup	1	14.765985376021874	10.120362739101477	64	256
1664	warmup	2	14.767976911191097	10.34322706098496	64	256
1664	eval	1	14.734175897973198	68.92354320880447	1085	256
1664	eval	2	14.737987935344906	69.0276190637361	1085	256
1664	eval	3	14.734980723364378	69.08417559783918	1085	256
1664	eval	4	14.73722180687435	69.13222113925696	1085	256
1664	eval	5	14.73701225958234	69.0908139209903	1085	256
