ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	14.991864570991398	10.040487881208362	65	256
1584	warmup	2	14.985257375014907	10.288534836662386	65	256
1584	eval	1	14.967371130934563	67.96240389906444	1086	256
1584	eval	2	14.97243784742197	67.97311494310067	1086	256
1584	eval	3	14.965590541325872	68.09632155710077	1086	256
1584	eval	4	14.977034823244077	67.76587153462742	1086	256
1584	eval	5	14.971040393738361	67.86884090268809	1086	256
1586	warmup	1	15.359135280683699	10.28460345812671	65	256
1586	warmup	2	15.268685322057728	10.434771999429138	65	256
1586	eval	1	15.264633894451734	68.53673502732666	1086	256
1586	eval	2	15.260730171095439	68.68859928639756	1086	256
1586	eval	3	15.261572623981797	68.6632107448441	1086	256
1586	eval	4	15.262200430131733	68.68881651193131	1086	256
1586	eval	5	15.257893262811669	68.69450831051739	1086	256
1664	warmup	1	14.707361706706598	10.075527705763589	65	256
1664	warmup	2	14.671789490081382	10.415963922946865	65	256
1664	eval	1	14.650919522613522	68.2804664800753	1086	256
1664	eval	2	14.65176391498337	68.42690145032897	1086	256
1664	eval	3	14.650603424589995	68.49203187288686	1086	256
1664	eval	4	14.65164232319188	68.47100587060064	1086	256
1664	eval	5	14.65497466836107	68.35707545771388	1086	256
