ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	14.847565382066138	10.08110637816091	65	256
1584	warmup	2	14.716967421693086	10.428954113885462	65	256
1584	eval	1	14.713538328939771	67.82870267113303	1086	256
1584	eval	2	14.669126113743374	67.18873842502296	1086	256
1584	eval	3	14.673181253451924	68.06374501892152	1086	256
1584	eval	4	14.677157011753765	67.89406974684015	1086	256
1584	eval	5	14.678081015209472	67.9291692669173	1086	256
1586	warmup	1	15.203481977459887	10.270113464213553	65	256
1586	warmup	2	15.183468192383796	10.714096157199855	65	256
1586	eval	1	15.158963643239002	68.79578427542486	1086	256
1586	eval	2	15.159523787246979	69.07181159652116	1086	256
1586	eval	3	15.15674681270192	68.99353614425874	1086	256
1586	eval	4	15.191524173928235	69.06341299558484	1086	256
1586	eval	5	15.197175937290277	68.9824485402685	1086	256
1664	warmup	1	15.225507006409583	10.324564601197808	65	256
1664	warmup	2	15.21968756954015	10.537307011248494	65	256
1664	eval	1	15.205105589361176	68.70838982584385	1086	256
1664	eval	2	15.200215938067668	68.63933329591669	1086	256
1664	eval	3	15.204505047331445	68.67863879949739	1086	256
1664	eval	4	15.197748833454046	68.78640699523557	1086	256
1664	eval	5	15.192829649091925	68.65604402989231	1086	256
