ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.367969214115671	10.119377518168175	65	256
1584	warmup	2	15.084410238449172	10.420419019477047	65	256
1584	eval	1	15.07381488165907	68.12275394073822	1086	256
1584	eval	2	15.071757757289475	68.30964573711958	1086	256
1584	eval	3	15.075339006685912	68.31955964457975	1086	256
1584	eval	4	15.069671920291796	68.29075840534414	1086	256
1584	eval	5	15.063502962302582	68.3017020771579	1086	256
1586	warmup	1	14.702116455809028	10.349239052296298	65	256
1586	warmup	2	14.675563421249894	10.51433880823043	65	256
1586	eval	1	14.667495609348213	68.62459502958252	1086	256
1586	eval	2	14.667561999097028	68.74942392287505	1086	256
1586	eval	3	14.667034259212787	68.7981638618956	1086	256
1586	eval	4	14.664146648340303	68.75855168658207	1086	256
1586	eval	5	14.657351766938032	68.77023370987675	1086	256
1664	warmup	1	15.314100577748373	10.248630191739258	65	256
1664	warmup	2	15.306472347811361	10.41672008574403	65	256
1664	eval	1	15.291939248470475	68.31222384972216	1086	256
1664	eval	2	15.28784443185055	68.35842221711667	1086	256
1664	eval	3	15.289768284158908	68.55866702759921	1086	256
1664	eval	4	15.2862122306656	68.50389141212257	1086	256
1664	eval	5	15.289133642436614	68.5896484073149	1086	256
