ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.337265264952457	10.120111713577796	65	256
1584	warmup	2	15.055717623429095	10.49901495011272	65	256
1584	eval	1	15.044781438406872	68.21285828709598	1086	256
1584	eval	2	15.043054868367394	68.24203981112414	1086	256
1584	eval	3	15.040813482397196	68.85080088506881	1086	256
1584	eval	4	15.042784381782107	68.93558255454957	1086	256
1584	eval	5	15.03945978260461	68.86436136770202	1086	256
1586	warmup	1	15.193372461015349	10.21923080006987	65	256
1586	warmup	2	15.157566156707325	10.530214100313088	65	256
1586	eval	1	15.154296488719904	68.43929481814338	1086	256
1586	eval	2	15.147489806508567	68.53895398196175	1086	256
1586	eval	3	15.152811068418197	68.54089190003178	1086	256
1586	eval	4	15.157404614186323	68.62992488435764	1086	256
1586	eval	5	15.156255069352891	68.51882860816303	1086	256
1664	warmup	1	15.58187404416463	10.15725461596436	65	256
1664	warmup	2	15.550301794304373	10.464889009387166	65	256
1664	eval	1	15.530893252045283	68.68089301350889	1086	256
1664	eval	2	15.529850283143748	68.77938006852098	1086	256
1664	eval	3	15.527435127922713	68.78415020634294	1086	256
1664	eval	4	15.533540402708248	68.8936616816245	1086	256
1664	eval	5	15.531812914459755	68.67129951328742	1086	256
