ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.218008372876874	9.998752463346497	65	256
1584	warmup	2	15.202447308970857	10.302430216488927	65	256
1584	eval	1	15.19380800095246	67.86690263017994	1086	256
1584	eval	2	15.191841506366034	67.99406185193159	1086	256
1584	eval	3	15.197960861095089	67.9171043598841	1086	256
1584	eval	4	15.194781067540209	67.98867281164902	1086	256
1584	eval	5	15.191425911742206	67.88582778953243	1086	256
1586	warmup	1	15.242442055945837	10.083591421563	65	256
1586	warmup	2	15.144844464222139	10.346346331050292	65	256
1586	eval	1	15.128627014456466	67.83376131273194	1086	256
1586	eval	2	15.136231105652607	67.94105144094775	1086	256
1586	eval	3	15.129707097144658	68.01650408571884	1086	256
1586	eval	4	15.1340468642314	68.01274706679372	1086	256
1586	eval	5	15.134557746644074	67.91801757438117	1086	256
1664	warmup	1	15.153258637239038	10.143898218934352	65	256
1664	warmup	2	15.103116528095573	10.423627444801681	65	256
1664	eval	1	15.090958393756116	68.30491970272391	1086	256
1664	eval	2	15.098624391462034	68.39127289572617	1086	256
1664	eval	3	15.082018787128794	68.48324247847792	1086	256
1664	eval	4	15.09108738653315	68.44727914502164	1086	256
1664	eval	5	15.084413793753638	68.3005035998642	1086	256
