ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	14.364136700795706	10.224543560645385	65	256
1584	warmup	2	14.246285781828371	10.429424326263199	65	256
1584	eval	1	14.238404960482308	68.12506155406689	1086	256
1584	eval	2	14.245165644288534	68.27310903290952	1086	256
1584	eval	3	14.232475930436996	68.26206296251318	1086	256
1584	eval	4	14.237544984524456	68.2840856896111	1086	256
1584	eval	5	14.229438919327475	68.29831723889147	1086	256
1586	warmup	1	14.929093222040054	10.258933913683855	65	256
1586	warmup	2	14.910687602281637	10.526026004142397	65	256
1586	eval	1	14.895447631184528	68.87136199396672	1086	256
1586	eval	2	14.898121870594215	68.70582084444769	1086	256
1586	eval	3	14.891003669934388	68.68243499849449	1086	256
1586	eval	4	14.903932222039481	68.88165807665033	1086	256
1586	eval	5	14.902115512467745	68.43553838603542	1086	256
1664	warmup	1	15.179416853054292	10.239214838103047	65	256
1664	warmup	2	15.183344819691849	10.451970542166224	65	256
1664	eval	1	15.146946683221016	68.2723965522314	1086	256
1664	eval	2	15.157050130167088	68.27943617029571	1086	256
1664	eval	3	15.156757581161477	68.35322909528837	1086	256
1664	eval	4	15.15352862640662	68.25981899582766	1086	256
1664	eval	5	15.156178798151728	68.30539657289307	1086	256
