ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.517062464904768	10.273762580617424	65	256
1584	warmup	2	15.221161695708764	10.455755104982215	65	256
1584	eval	1	15.199202469347927	67.78375459334802	1086	256
1584	eval	2	15.206351978340452	68.04261021226851	1086	256
1584	eval	3	15.205928363802311	68.01257243088457	1086	256
1584	eval	4	15.203739312172143	68.13764934521036	1086	256
1584	eval	5	15.207860562928463	68.01469793864736	1086	256
1586	warmup	1	15.400086733769738	10.169417807088648	65	256
1586	warmup	2	15.379825825875619	10.497366856647472	65	256
1586	eval	1	15.365997041325288	68.26986865342462	1086	256
1586	eval	2	15.370227041668985	68.49980383573673	1086	256
1586	eval	3	15.370161521184885	68.41482719397405	1086	256
1586	eval	4	15.375343978276561	68.4427065851085	1086	256
1586	eval	5	15.372229838615006	68.47660117966393	1086	256
1664	warmup	1	14.50147634659095	10.094210038769532	65	256
1664	warmup	2	14.49289966803334	10.409451782218255	65	256
1664	eval	1	14.475023685888369	67.94999981229282	1086	256
1664	eval	2	14.472645625625898	68.10344022082572	1086	256
1664	eval	3	14.471120674110024	68.11971154877503	1086	256
1664	eval	4	14.472045096701526	68.09829003688782	1086	256
1664	eval	5	14.476324339106315	68.08789382200797	1086	256
