ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.354120293174933	10.370689941260414	65	256
1584	warmup	2	15.204669401487788	10.484155054524056	65	256
1584	eval	1	15.191441236953608	68.56158860357407	1086	256
1584	eval	2	15.188616511639939	68.66594152228852	1086	256
1584	eval	3	15.192886453173772	68.89316782140962	1086	256
1584	eval	4	15.196488518904522	68.90330867216663	1086	256
1584	eval	5	15.19833620963825	68.81365698901219	1086	256
1586	warmup	1	15.302522501283379	10.35539723303786	65	256
1586	warmup	2	15.252518855181682	10.456855176416799	65	256
1586	eval	1	15.238003628668663	68.34540433166376	1086	256
1586	eval	2	15.23343634547958	68.5393649152545	1086	256
1586	eval	3	15.229623759878804	68.49231697209973	1086	256
1586	eval	4	15.234607601140834	68.51793374896253	1086	256
1586	eval	5	15.23830567184023	68.66619333782381	1086	256
1664	warmup	1	14.420218227471283	10.312060398848285	65	256
1664	warmup	2	14.355659673965025	10.402280179815415	65	256
1664	eval	1	14.342784481286476	68.49562602447791	1086	256
1664	eval	2	14.343649984908351	68.4994063384784	1086	256
1664	eval	3	14.334022019633467	68.59620766560725	1086	256
1664	eval	4	14.338504305808033	68.686275059185	1086	256
1664	eval	5	14.341910243843847	68.57568058837177	1086	256
