ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.131696891541612	10.23638651146625	65	256
1584	warmup	2	14.853290682728025	10.546440276238854	65	256
1584	eval	1	14.82753491768633	68.84258686099292	1086	256
1584	eval	2	14.823167429471109	68.87014344204987	1086	256
1584	eval	3	14.837042903164184	69.19588015630367	1086	256
1584	eval	4	14.830378988597117	69.20702325107447	1086	256
1584	eval	5	14.83143838533838	69.2253000496051	1086	256
1586	warmup	1	15.431281099531823	10.133514510179428	65	256
1586	warmup	2	15.345480719962	10.407151794713327	65	256
1586	eval	1	15.321795103908405	68.39057517418343	1086	256
1586	eval	2	15.322965312218287	68.63516447443887	1086	256
1586	eval	3	15.316048454712421	68.53105636900251	1086	256
1586	eval	4	15.322043620661152	68.65481138418151	1086	256
1586	eval	5	15.314380909571334	68.52562511334176	1086	256
1664	warmup	1	15.314609946456295	10.270793418791602	65	256
1664	warmup	2	15.220793363638963	10.438089842405718	65	256
1664	eval	1	15.206298686514371	68.9216440871068	1086	256
1664	eval	2	15.211833998722325	69.01304670677176	1086	256
1664	eval	3	15.206817168615386	69.16220370905562	1086	256
1664	eval	4	15.210882245430437	69.23328346114397	1086	256
1664	eval	5	15.20789850723783	69.24080076029713	1086	256
