0.00.159.492 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.160.091 W srv  llama_server: -----------------
0.00.160.094 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.160.094 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.160.095 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.160.095 W srv  llama_server: -----------------
0.00.161.454 I srv    load_model: loading model '/home/ubuntu/models/Qwen3.8-27B-GGUF/Qwen3.8-27B-UD-Q4_K_XL.gguf'
0.09.575.531 I cmn          init: llama threadpool init, n_threads = 16
0.09.870.916 I common_speculative_init_result: creating MTP draft context against the target model '/home/ubuntu/models/Qwen3.8-27B-GGUF/Qwen3.8-27B-UD-Q4_K_XL.gguf'
0.10.255.509 W srv    load_model: cache_reuse is not supported by this context, it will be disabled
0.10.367.402 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 131072, kv_unified = 'false'
0.10.822.818 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.10.822.876 I srv  llama_server: model loaded
0.10.822.883 I srv  llama_server: listening on http://127.0.0.1:18081
0.15.746.844 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.15.746.962 I slot launch_slot_: id  0 | task 0 | processing task, is_child = 0
0.22.220.480 I slot print_timing: id  0 | task 0 | n_gen =    102, tg =  17.32 t/s, tg_3s =  17.49 t/s
0.25.331.818 I slot print_timing: id  0 | task 0 | n_gen =    159, tg =  17.67 t/s, tg_3s =  18.32 t/s
0.28.442.584 I slot print_timing: id  0 | task 0 | n_gen =    222, tg =  18.34 t/s, tg_3s =  20.25 t/s
0.31.564.207 I slot print_timing: id  0 | task 0 | n_gen =    285, tg =  18.72 t/s, tg_3s =  20.18 t/s
0.34.675.199 I slot print_timing: id  0 | task 0 | n_gen =    348, tg =  18.98 t/s, tg_3s =  20.25 t/s
0.37.785.212 I slot print_timing: id  0 | task 0 | n_gen =    411, tg =  19.16 t/s, tg_3s =  20.26 t/s
0.40.896.609 I slot print_timing: id  0 | task 0 | n_gen =    474, tg =  19.30 t/s, tg_3s =  20.25 t/s
0.44.020.537 I slot print_timing: id  0 | task 0 | n_gen =    537, tg =  19.40 t/s, tg_3s =  20.17 t/s
0.47.138.328 I slot print_timing: id  0 | task 0 | n_gen =    600, tg =  19.48 t/s, tg_3s =  20.21 t/s
0.50.154.461 I slot print_timing: id  0 | task 0 | n_gen =    660, tg =  19.52 t/s, tg_3s =  19.89 t/s
0.53.183.541 I slot print_timing: id  0 | task 0 | n_gen =    720, tg =  19.54 t/s, tg_3s =  19.81 t/s
0.56.219.910 I slot print_timing: id  0 | task 0 | n_gen =    780, tg =  19.56 t/s, tg_3s =  19.76 t/s
0.59.249.513 I slot print_timing: id  0 | task 0 | n_gen =    840, tg =  19.58 t/s, tg_3s =  19.80 t/s
1.02.279.265 I slot print_timing: id  0 | task 0 | n_gen =    900, tg =  19.59 t/s, tg_3s =  19.80 t/s
1.05.309.157 I slot print_timing: id  0 | task 0 | n_gen =    960, tg =  19.60 t/s, tg_3s =  19.80 t/s
1.07.382.442 I slot print_timing: id  0 | task 0 | prompt eval time =     642.39 ms /    11 tokens (   58.40 ms per token,    17.12 tokens per second)
1.07.382.447 I slot print_timing: id  0 | task 0 |        eval time =   50993.03 ms /  1000 tokens (   51.04 ms per token,    19.59 tokens per second)
1.07.382.448 I slot print_timing: id  0 | task 0 |       total time =   51635.42 ms /  1011 tokens
1.07.382.457 I slot print_timing: id  0 | task 0 |    graphs reused =        337
1.07.382.462 I slot print_timing: id  0 | task 0 | draft acceptance = 0.96765 (  658 accepted /   680 generated), mean len =  2.94
1.07.382.531 I slot      release: id  0 | task 0 | stop processing: n_tokens = 1010, truncated = 0
1.07.719.155 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8939866514
1.08.054.160 I slot launch_slot_: id  0 | task 344 | processing task, is_child = 0
1.17.556.388 I slot print_timing: id  0 | task 344 | prompt processing, n_tokens =   2048, progress = 0.13, t =   6.78 s / 302.17 tokens per second
1.24.899.970 I slot print_timing: id  0 | task 344 | prompt processing, n_tokens =   4096, progress = 0.26, t =  14.05 s / 291.52 tokens per second
1.32.408.450 I slot print_timing: id  0 | task 344 | prompt processing, n_tokens =   6144, progress = 0.39, t =  21.49 s / 285.91 tokens per second
1.40.033.854 I slot print_timing: id  0 | task 344 | prompt processing, n_tokens =   8192, progress = 0.52, t =  29.07 s / 281.79 tokens per second
1.47.844.937 I slot print_timing: id  0 | task 344 | prompt processing, n_tokens =  10240, progress = 0.65, t =  36.80 s / 278.23 tokens per second
1.55.782.398 I slot print_timing: id  0 | task 344 | prompt processing, n_tokens =  12288, progress = 0.78, t =  44.69 s / 274.98 tokens per second
2.03.852.566 I slot print_timing: id  0 | task 344 | prompt processing, n_tokens =  14336, progress = 0.91, t =  52.71 s / 271.96 tokens per second
2.08.713.277 I slot print_timing: id  0 | task 344 | prompt processing, n_tokens =  15309, progress = 0.97, t =  58.34 s / 262.43 tokens per second
2.13.183.838 I slot print_timing: id  0 | task 344 | prompt processing, n_tokens =  15821, progress = 1.00, t =  60.90 s / 259.77 tokens per second
2.18.628.914 I slot print_timing: id  0 | task 344 | n_gen =    101, tg =  19.71 t/s, tg_3s =  19.91 t/s
2.21.758.751 I slot print_timing: id  0 | task 344 | n_gen =    164, tg =  19.87 t/s, tg_3s =  20.13 t/s
2.24.884.773 I slot print_timing: id  0 | task 344 | n_gen =    227, tg =  19.95 t/s, tg_3s =  20.15 t/s
2.27.900.195 I slot print_timing: id  0 | task 344 | n_gen =    287, tg =  19.94 t/s, tg_3s =  19.90 t/s
2.30.959.111 I slot print_timing: id  0 | task 344 | n_gen =    347, tg =  19.88 t/s, tg_3s =  19.61 t/s
2.34.008.060 I slot print_timing: id  0 | task 344 | n_gen =    407, tg =  19.85 t/s, tg_3s =  19.68 t/s
2.37.057.055 I slot print_timing: id  0 | task 344 | n_gen =    467, tg =  19.83 t/s, tg_3s =  19.68 t/s
2.40.104.592 I slot print_timing: id  0 | task 344 | n_gen =    527, tg =  19.81 t/s, tg_3s =  19.69 t/s
2.43.159.432 I slot print_timing: id  0 | task 344 | n_gen =    587, tg =  19.80 t/s, tg_3s =  19.64 t/s
2.46.210.201 I slot print_timing: id  0 | task 344 | n_gen =    647, tg =  19.78 t/s, tg_3s =  19.67 t/s
2.49.255.215 I slot print_timing: id  0 | task 344 | n_gen =    707, tg =  19.78 t/s, tg_3s =  19.70 t/s
2.52.325.406 I slot print_timing: id  0 | task 344 | n_gen =    767, tg =  19.76 t/s, tg_3s =  19.54 t/s
2.55.375.353 I slot print_timing: id  0 | task 344 | n_gen =    824, tg =  19.68 t/s, tg_3s =  18.69 t/s
2.58.462.509 I slot print_timing: id  0 | task 344 | n_gen =    881, tg =  19.60 t/s, tg_3s =  18.46 t/s
3.01.543.081 I slot print_timing: id  0 | task 344 | n_gen =    938, tg =  19.53 t/s, tg_3s =  18.50 t/s
3.04.623.476 I slot print_timing: id  0 | task 344 | n_gen =    995, tg =  19.46 t/s, tg_3s =  18.50 t/s
3.04.929.450 I slot print_timing: id  0 | task 344 | prompt eval time =   65501.84 ms / 15825 tokens (    4.14 ms per token,   241.60 tokens per second)
3.04.929.455 I slot print_timing: id  0 | task 344 |        eval time =   51373.25 ms /  1000 tokens (   51.42 ms per token,    19.45 tokens per second)
3.04.929.457 I slot print_timing: id  0 | task 344 |       total time =  116875.08 ms / 16825 tokens
3.04.929.461 I slot print_timing: id  0 | task 344 |    graphs reused =        665
3.04.929.465 I slot print_timing: id  0 | task 344 | draft acceptance = 0.99700 (  665 accepted /   667 generated), mean len =  2.99
3.04.929.915 I slot      release: id  0 | task 344 | stop processing: n_tokens = 16824, truncated = 0
3.05.325.136 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.487 (> 0.100 thold), f_keep = 0.939
3.05.325.336 I slot launch_slot_: id  0 | task 689 | processing task, is_child = 0
3.13.798.209 I slot print_timing: id  0 | task 689 | prompt processing, n_tokens =   2048, progress = 0.53, t =   5.27 s / 388.89 tokens per second
3.22.216.474 I slot print_timing: id  0 | task 689 | prompt processing, n_tokens =   4096, progress = 0.60, t =  13.68 s / 299.47 tokens per second
3.30.761.601 I slot print_timing: id  0 | task 689 | prompt processing, n_tokens =   6144, progress = 0.66, t =  22.17 s / 277.18 tokens per second
3.39.459.001 I slot print_timing: id  0 | task 689 | prompt processing, n_tokens =   8192, progress = 0.72, t =  30.79 s / 266.04 tokens per second
3.48.338.798 I slot print_timing: id  0 | task 689 | prompt processing, n_tokens =  10240, progress = 0.79, t =  39.60 s / 258.60 tokens per second
3.57.332.970 I slot print_timing: id  0 | task 689 | prompt processing, n_tokens =  12288, progress = 0.85, t =  48.55 s / 253.08 tokens per second
4.06.438.910 I slot print_timing: id  0 | task 689 | prompt processing, n_tokens =  14336, progress = 0.91, t =  57.62 s / 248.82 tokens per second
4.15.749.752 I slot print_timing: id  0 | task 689 | prompt processing, n_tokens =  16384, progress = 0.98, t =  66.85 s / 245.07 tokens per second
4.18.498.043 I slot print_timing: id  0 | task 689 | prompt processing, n_tokens =  16633, progress = 0.98, t =  70.46 s / 236.07 tokens per second
4.23.620.594 I slot print_timing: id  0 | task 689 | prompt processing, n_tokens =  17145, progress = 1.00, t =  73.49 s / 233.29 tokens per second
4.29.658.394 I slot print_timing: id  0 | task 689 | n_gen =    101, tg =  17.88 t/s, tg_3s =  18.06 t/s
4.32.705.821 I slot print_timing: id  0 | task 689 | n_gen =    155, tg =  17.82 t/s, tg_3s =  17.72 t/s
4.35.762.576 I slot print_timing: id  0 | task 689 | n_gen =    209, tg =  17.78 t/s, tg_3s =  17.67 t/s
4.38.811.206 I slot print_timing: id  0 | task 689 | n_gen =    263, tg =  17.77 t/s, tg_3s =  17.71 t/s
4.41.866.173 I slot print_timing: id  0 | task 689 | n_gen =    317, tg =  17.75 t/s, tg_3s =  17.68 t/s
4.44.921.509 I slot print_timing: id  0 | task 689 | n_gen =    371, tg =  17.74 t/s, tg_3s =  17.67 t/s
4.47.987.324 I slot print_timing: id  0 | task 689 | n_gen =    425, tg =  17.72 t/s, tg_3s =  17.61 t/s
4.51.042.913 I slot print_timing: id  0 | task 689 | n_gen =    479, tg =  17.72 t/s, tg_3s =  17.67 t/s
4.54.141.758 I slot print_timing: id  0 | task 689 | n_gen =    533, tg =  17.69 t/s, tg_3s =  17.43 t/s
4.57.265.199 I slot print_timing: id  0 | task 689 | n_gen =    587, tg =  17.65 t/s, tg_3s =  17.29 t/s
5.00.392.074 I slot print_timing: id  0 | task 689 | n_gen =    641, tg =  17.62 t/s, tg_3s =  17.27 t/s
