ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.49142053663733	10.184093949363431	65	256
1584	warmup	2	15.484813480885055	10.462618352333985	65	256
1584	eval	1	15.468357390355177	68.56637619819901	1086	256
1584	eval	2	15.466803225650144	68.80817212991515	1086	256
1584	eval	3	15.467362053485655	68.79906605584584	1086	256
1584	eval	4	15.468952784526312	68.77883993023318	1086	256
1584	eval	5	15.466278076429997	68.7959760308738	1086	256
1586	warmup	1	15.105086856314571	10.106720751616608	65	256
1586	warmup	2	15.106650295621213	10.368575750102648	65	256
1586	eval	1	15.098293132063649	67.82836799700206	1086	256
1586	eval	2	15.10121797811798	67.91676456540995	1086	256
1586	eval	3	15.104443390935742	67.90602456497312	1086	256
1586	eval	4	15.10507972620391	68.00103992750563	1086	256
1586	eval	5	15.09994244916466	67.88974904798069	1086	256
1664	warmup	1	14.712963304605124	10.171720551225881	65	256
1664	warmup	2	14.655259913038206	10.457284166079047	65	256
1664	eval	1	14.632640975064321	68.44877614407623	1086	256
1664	eval	2	14.62706024429019	68.41939171884697	1086	256
1664	eval	3	14.628237068866996	68.4772272549201	1086	256
1664	eval	4	14.628054013403755	68.43236018862378	1086	256
1664	eval	5	14.628551366558124	68.45334088547231	1086	256
