ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.176266406077525	10.184829586647908	65	256
1584	warmup	2	15.169625148489	10.339657757328233	65	256
1584	eval	1	15.14283419199907	67.88287017026036	1086	256
1584	eval	2	15.146391052837474	68.06798976798969	1086	256
1584	eval	3	15.149389251780542	68.07110007598767	1086	256
1584	eval	4	15.14346212078863	68.08967397523003	1086	256
1584	eval	5	15.14395840948447	68.1066520068039	1086	256
1586	warmup	1	15.632299971135202	10.272876035466393	65	256
1586	warmup	2	15.54866501348725	10.541562217354361	65	256
1586	eval	1	15.523638711807225	68.74685187212047	1086	256
1586	eval	2	15.5290090381259	68.86723044788938	1086	256
1586	eval	3	15.531682873613724	68.93937220227397	1086	256
1586	eval	4	15.528012473846522	68.9816861245625	1086	256
1586	eval	5	15.520395527579774	68.87510090265702	1086	256
1664	warmup	1	15.089301255129257	10.153743294624139	65	256
1664	warmup	2	14.993073609959056	10.394998758197458	65	256
1664	eval	1	14.980786848273596	68.61287139559718	1086	256
1664	eval	2	14.977373926931126	68.68278684138994	1086	256
1664	eval	3	14.977168885657095	68.69590316230773	1086	256
1664	eval	4	14.979765613479916	68.68422465661209	1086	256
1664	eval	5	14.984038194781608	68.71709797191545	1086	256
