ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.166115769359873	10.134977632104366	65	256
1584	warmup	2	15.157048335353485	10.34012653133297	65	256
1584	eval	1	15.139014891290932	67.63632830648848	1086	256
1584	eval	2	15.136572086742019	67.77299317364951	1086	256
1584	eval	3	15.143946763348147	67.76981700838941	1086	256
1584	eval	4	15.13195716852236	67.90676763473412	1086	256
1584	eval	5	15.1377741452376	67.64107180828502	1086	256
1586	warmup	1	15.392980692572293	10.303395365057222	65	256
1586	warmup	2	15.153929591528195	10.632391761433992	65	256
1586	eval	1	15.139218120887131	68.77368290797929	1086	256
1586	eval	2	15.144542530992627	68.88588748270479	1086	256
1586	eval	3	15.14175223432524	68.92072117982627	1086	256
1586	eval	4	15.146763858401425	68.8621125602591	1086	256
1586	eval	5	15.141333106844225	68.90236439795798	1086	256
1664	warmup	1	14.687385595449848	10.218438779761204	65	256
1664	warmup	2	14.640956841433177	10.482298622948493	65	256
1664	eval	1	14.594611019695256	68.64196238648005	1086	256
1664	eval	2	14.602716276352982	68.7540201475869	1086	256
1664	eval	3	14.597063458566634	68.7872043131984	1086	256
1664	eval	4	14.590412913244949	68.76745979525661	1086	256
1664	eval	5	14.579668720311723	68.66232513393895	1086	256
