ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.206801812365649	10.120168436969568	65	256
1584	warmup	2	15.073903639953217	10.495798935370745	65	256
1584	eval	1	15.051641240368125	68.52386965270892	1086	256
1584	eval	2	15.058594107301543	68.6555405495364	1086	256
1584	eval	3	15.058264602060946	68.70941138621237	1086	256
1584	eval	4	15.059814819575475	68.71342402155501	1086	256
1584	eval	5	15.059053844352912	68.69019809848328	1086	256
1586	warmup	1	15.347498234887826	10.199443047643797	65	256
1586	warmup	2	15.260456348448198	10.364168168673807	65	256
1586	eval	1	15.234535978945395	68.11804091259859	1086	256
1586	eval	2	15.240103666042655	68.28626255200224	1086	256
1586	eval	3	15.240573645666665	68.28980508039677	1086	256
1586	eval	4	15.23799546550588	68.25440919712452	1086	256
1586	eval	5	15.242133496201882	68.23963850836947	1086	256
1664	warmup	1	15.35424737767748	10.188400772186732	65	256
1664	warmup	2	15.282176129348338	10.394483439748855	65	256
1664	eval	1	15.267774701559734	68.01357340496428	1086	256
1664	eval	2	15.26616225914871	68.01572453406098	1086	256
1664	eval	3	15.270556077299554	68.09414397885998	1086	256
1664	eval	4	15.268754533657047	68.08739864005766	1086	256
1664	eval	5	15.268251853154249	68.11661388674466	1086	256
