ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.418830547955725	10.187412339275939	65	256
1584	warmup	2	15.203254446654988	10.41514278439709	65	256
1584	eval	1	15.189166232252559	68.48594168390535	1086	256
1584	eval	2	15.18864534845363	68.68494141478077	1086	256
1584	eval	3	15.191777497903564	68.61037890555579	1086	256
1584	eval	4	15.192414902002396	68.70497325314126	1086	256
1584	eval	5	15.18892200719943	68.62523248693229	1086	256
1586	warmup	1	15.000309967342686	10.400723890382771	65	256
1586	warmup	2	14.99542551657923	10.481950403925989	65	256
1586	eval	1	14.969409485448184	68.34582154981513	1086	256
1586	eval	2	14.971583233230364	68.40434273095205	1086	256
1586	eval	3	14.972256584005969	68.4846676324308	1086	256
1586	eval	4	14.971192735041585	68.47533179324788	1086	256
1586	eval	5	14.97161300298625	68.45277996761541	1086	256
1664	warmup	1	15.377619676625478	10.325812752664694	65	256
1664	warmup	2	15.364833161919414	10.630379892162155	65	256
1664	eval	1	15.350075868949208	68.98851341251682	1086	256
1664	eval	2	15.342244420532117	68.82111396288514	1086	256
1664	eval	3	15.344944461191346	68.8497271021245	1086	256
1664	eval	4	15.346796230395215	68.82886918541033	1086	256
1664	eval	5	15.346666509203473	68.7686834254555	1086	256
