ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.496005027000882	10.255903732091811	65	256
1584	warmup	2	15.203169575797123	10.555046026496088	65	256
1584	eval	1	15.189446514962464	69.05051598411355	1086	256
1584	eval	2	15.190128789744291	69.08517362198299	1086	256
1584	eval	3	15.19142951767152	69.14666772275574	1086	256
1584	eval	4	15.189574493144368	69.11079606091373	1086	256
1584	eval	5	15.184784892989677	69.08753810947486	1086	256
1586	warmup	1	15.17984259214787	10.087359638270387	65	256
1586	warmup	2	15.13001827540723	10.261585171788408	65	256
1586	eval	1	15.103149496342413	67.60385782721949	1086	256
1586	eval	2	15.107117429217107	67.77160171440934	1086	256
1586	eval	3	15.102924067689417	67.69720598171514	1086	256
1586	eval	4	15.105266002554206	67.72757400328835	1086	256
1586	eval	5	15.106086921014224	67.714698148639	1086	256
1664	warmup	1	14.302506961298311	10.105470013183753	65	256
1664	warmup	2	14.22628303567985	10.417094034627063	65	256
1664	eval	1	14.216164556547294	68.35640855177695	1086	256
1664	eval	2	14.214086237194344	68.4619758655775	1086	256
1664	eval	3	14.217353568477995	68.37133314656081	1086	256
1664	eval	4	14.21161325292891	68.41721067064049	1086	256
1664	eval	5	14.212897771678568	68.40102956776218	1086	256
