ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	14.194233559348781	10.128726767622544	65	256
1584	warmup	2	13.979880985341332	10.338309241096528	65	256
1584	eval	1	13.963041791929513	68.0825837980001	1086	256
1584	eval	2	13.958334480624824	68.2294820094374	1086	256
1584	eval	3	13.965928045465642	68.21440503565522	1086	256
1584	eval	4	13.96666103453786	68.28187462039428	1086	256
1584	eval	5	13.963923766576434	68.15689264818711	1086	256
1586	warmup	1	15.559091332048453	10.11044651776001	65	256
1586	warmup	2	15.507658966225529	10.401329705989614	65	256
1586	eval	1	15.48905105602656	68.1955617625099	1086	256
1586	eval	2	15.489029501579365	68.25037278466738	1086	256
1586	eval	3	15.485644323785467	68.33675572951154	1086	256
1586	eval	4	15.48409979526512	68.25329388133731	1086	256
1586	eval	5	15.49491140451506	68.30100618199577	1086	256
1664	warmup	1	15.043347464481979	10.163871315381643	65	256
1664	warmup	2	15.00568135025341	10.606248255068197	65	256
1664	eval	1	14.998089208283092	68.71050253317782	1086	256
1664	eval	2	14.998943336159893	68.75014204247809	1086	256
1664	eval	3	14.995560786819416	68.80750511209351	1086	256
1664	eval	4	15.009943207886364	68.85164771312675	1086	256
1664	eval	5	15.001009638265888	68.7767927089	1086	256
