ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	14.850113913715617	10.078319395276027	65	256
1584	warmup	2	14.717208550261251	10.291577816044855	65	256
1584	eval	1	14.690662563227951	68.15039147254107	1086	256
1584	eval	2	14.695868428808447	68.2830982041105	1086	256
1584	eval	3	14.694339091964464	68.23975856949357	1086	256
1584	eval	4	14.690561400377767	68.23982717603991	1086	256
1584	eval	5	14.692173427562967	68.28356618280907	1086	256
1586	warmup	1	15.510262492410725	10.129394442983042	65	256
1586	warmup	2	15.50231747535071	10.333519919608396	65	256
1586	eval	1	15.479271501947668	67.58945146492356	1086	256
1586	eval	2	15.477185510089646	68.07689052847351	1086	256
1586	eval	3	15.485044834043869	67.92834922727438	1086	256
1586	eval	4	15.48405952362807	67.73513118754342	1086	256
1586	eval	5	15.480815067332172	67.82137448696034	1086	256
1664	warmup	1	15.043182159538118	10.110834972973738	65	256
1664	warmup	2	15.041040595592307	10.2842894030682	65	256
1664	eval	1	15.02057319798154	67.5528531096799	1086	256
1664	eval	2	15.021036785991006	67.61527704301334	1086	256
1664	eval	3	15.15356181510784	67.75445635284126	1086	256
1664	eval	4	15.162076377656762	67.75909806276364	1086	256
1664	eval	5	15.163821396720634	67.73921674004458	1086	256
