ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.18153228272781	10.28884263658399	65	256
1584	warmup	2	14.903616391626054	10.469451830776936	65	256
1584	eval	1	14.89006479039442	68.53143693511258	1086	256
1584	eval	2	14.883123009418634	68.67210719222706	1086	256
1584	eval	3	14.8876826118206	68.73486891418716	1086	256
1584	eval	4	14.8814878418535	68.80139792276795	1086	256
1584	eval	5	14.881740447448593	68.63841359561381	1086	256
1586	warmup	1	14.917725538674114	10.2330667540728	65	256
1586	warmup	2	14.89001282635011	10.389932570936066	65	256
1586	eval	1	14.877909030768736	67.65581629763824	1086	256
1586	eval	2	14.872887069645607	67.65627993253061	1086	256
1586	eval	3	14.870426595943847	67.744756471636	1086	256
1586	eval	4	14.87667959020094	67.82699544397452	1086	256
1586	eval	5	14.871007083769369	67.69934558546034	1086	256
1664	warmup	1	14.55982989568735	10.26374346831156	65	256
1664	warmup	2	14.555642668297201	10.493735078715929	65	256
1664	eval	1	14.542560080229485	68.42361196780637	1086	256
1664	eval	2	14.54150107484982	68.47517204386976	1086	256
1664	eval	3	14.544695907338468	68.97607368626304	1086	256
1664	eval	4	14.54167288427322	68.97896522659843	1086	256
1664	eval	5	14.544095994669588	68.92620649897967	1086	256
