ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.25116494176587	10.127446908028135	65	256
1584	warmup	2	15.107011340998646	10.26529145452389	65	256
1584	eval	1	15.103799089264514	68.05713365036092	1086	256
1584	eval	2	15.101177001072596	68.28637848347773	1086	256
1584	eval	3	15.099839133627855	68.33113595668688	1086	256
1584	eval	4	15.100635412323145	68.29017008905642	1086	256
1584	eval	5	15.09698604596195	68.3013197626284	1086	256
1586	warmup	1	14.955459312241658	10.17651716997633	65	256
1586	warmup	2	14.874078722223674	10.451999113670475	65	256
1586	eval	1	14.868561912691804	68.15694825569676	1086	256
1586	eval	2	14.865834392862773	68.23176685092174	1086	256
1586	eval	3	14.870159690412567	68.2513893494147	1086	256
1586	eval	4	14.872452453466654	68.13981260547632	1086	256
1586	eval	5	14.869594815158157	68.19413148682548	1086	256
1664	warmup	1	15.436500207729466	10.252338440101974	65	256
1664	warmup	2	15.340890159945559	10.51118988933496	65	256
1664	eval	1	15.319330547648713	68.78414584975086	1086	256
1664	eval	2	15.324037548680757	69.01830109863026	1086	256
1664	eval	3	15.326786241143992	69.02691687462138	1086	256
1664	eval	4	15.3250071850937	69.02851831238875	1086	256
1664	eval	5	15.330166576033045	68.9280876308293	1086	256
