ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.370629405058775	9.97062404889594	64	256
1584	warmup	2	15.224277393946256	10.15503566004241	64	256
1584	eval	1	15.201514783443436	67.89152998412214	1085	256
1584	eval	2	15.206912016727603	68.00873069131846	1085	256
1584	eval	3	15.207066486185719	68.05482622247168	1085	256
1584	eval	4	15.21104221842593	68.04752765457796	1085	256
1584	eval	5	15.206971636146593	68.07427110023205	1085	256
1586	warmup	1	15.339912997526257	10.12357724194527	64	256
1586	warmup	2	15.331121379901534	10.364223090549789	64	256
1586	eval	1	15.315757066247588	68.77495825803743	1085	256
1586	eval	2	15.322570025940632	68.84825311993632	1085	256
1586	eval	3	15.318849281551953	68.92663880548164	1085	256
1586	eval	4	15.323197357514616	68.94587100971006	1085	256
1586	eval	5	15.322786467872666	68.79163280712912	1085	256
1664	warmup	1	14.740276613958086	10.049580547780652	64	256
1664	warmup	2	14.729261501870301	10.279932190997286	64	256
1664	eval	1	14.716226318085255	68.10728535785012	1085	256
1664	eval	2	14.715112265097806	68.31646630213169	1085	256
1664	eval	3	14.71048360427535	68.39010142472654	1085	256
1664	eval	4	14.71571706412707	68.27389927844241	1085	256
1664	eval	5	14.710435421992974	68.3669732447583	1085	256
