ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.7069187136279	10.25654943798843	65	256
1584	warmup	2	15.40702964986562	10.449967564908366	65	256
1584	eval	1	15.383509694856066	68.9398798541674	1086	256
1584	eval	2	15.38922290315526	69.00748616847878	1086	256
1584	eval	3	15.386131806259751	68.929465734439	1086	256
1584	eval	4	15.388654906528346	68.98879389483477	1086	256
1584	eval	5	15.384544194116408	68.93869388598213	1086	256
1586	warmup	1	15.198750377742378	10.139106988012923	65	256
1586	warmup	2	15.134214172186567	10.342793594914783	65	256
1586	eval	1	15.109587298739266	67.97383820912096	1086	256
1586	eval	2	15.114777546785403	68.10886882833931	1086	256
1586	eval	3	15.109750499064434	68.15712363382151	1086	256
1586	eval	4	15.112768110689693	68.24321479583277	1086	256
1586	eval	5	15.115004221868661	68.17368168201422	1086	256
1664	warmup	1	14.975755655570724	10.042143011858071	65	256
1664	warmup	2	14.942276410283856	10.352290022112491	65	256
1664	eval	1	14.912024299143596	68.22947343621156	1086	256
1664	eval	2	14.910203011150443	68.52476034316896	1086	256
1664	eval	3	14.914190969224334	68.51072385238702	1086	256
1664	eval	4	14.909878231140969	68.44213290138742	1086	256
1664	eval	5	14.927540203772587	68.38829691100266	1086	256
