ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.340093161104836	10.365201117591932	65	256
1584	warmup	2	15.059787355802536	10.509170949288562	65	256
1584	eval	1	15.038227350153317	68.6009827627713	1086	256
1584	eval	2	15.042564287130823	68.77158808858363	1086	256
1584	eval	3	15.045852234685205	68.68177041619381	1086	256
1584	eval	4	15.047223005605208	68.80074847105224	1086	256
1584	eval	5	15.043176855696327	68.7282004716805	1086	256
1586	warmup	1	15.326465998923673	10.31250704026923	65	256
1586	warmup	2	15.312352857859258	10.539581153801999	65	256
1586	eval	1	15.29760565581164	68.63453984554195	1086	256
1586	eval	2	15.302342304431134	68.69837579580363	1086	256
1586	eval	3	15.297868929173676	68.7629836828479	1086	256
1586	eval	4	15.299308865674579	68.79327412086344	1086	256
1586	eval	5	15.301349011159287	68.63365931161577	1086	256
1664	warmup	1	14.983060362653271	10.305242879513163	65	256
1664	warmup	2	14.965874882246043	10.584104141071455	65	256
1664	eval	1	14.947511172242798	68.7729120344427	1086	256
1664	eval	2	14.948497462872107	68.94563084680853	1086	256
1664	eval	3	14.93918526118656	69.02572352273988	1086	256
1664	eval	4	14.94845294606563	69.01192400223914	1086	256
1664	eval	5	14.94200691931655	68.8694708548014	1086	256
