ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	14.982859550147836	10.164673973555583	65	256
1584	warmup	2	14.97338626815311	10.349835588880966	65	256
1584	eval	1	14.97458707283674	68.20305670274018	1086	256
1584	eval	2	14.965985996864742	68.31100781569766	1086	256
1584	eval	3	14.961640632730122	68.29198230747164	1086	256
1584	eval	4	14.960057231568946	68.32626508816637	1086	256
1584	eval	5	14.959958444040433	68.38818924636657	1086	256
1586	warmup	1	15.355006244869044	10.383729941229687	65	256
1586	warmup	2	15.330843189189071	10.591741016614858	65	256
1586	eval	1	15.307689644485487	68.40193860919712	1086	256
1586	eval	2	15.305112499452212	68.52488573349108	1086	256
1586	eval	3	15.301768812747712	68.44331910014809	1086	256
1586	eval	4	15.301747776390059	68.46149249079552	1086	256
1586	eval	5	15.306605051203583	68.45265052633849	1086	256
1664	warmup	1	15.261415225610513	10.180189351521939	65	256
1664	warmup	2	15.252373456985595	10.298166783722497	65	256
1664	eval	1	15.187550527527108	67.9082920401727	1086	256
1664	eval	2	15.231378925292942	67.98642975837397	1086	256
1664	eval	3	15.235164282680856	68.10537921495319	1086	256
1664	eval	4	15.220120095071053	68.11948081665096	1086	256
1664	eval	5	15.232638689307604	68.03983926809684	1086	256
