ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.31316896042186	10.136607155945619	65	256
1584	warmup	2	15.02061990802452	10.343058566534827	65	256
1584	eval	1	15.018436303878346	67.74502270581105	1086	256
1584	eval	2	15.020344058582628	67.72912416575774	1086	256
1584	eval	3	15.0211504839979	67.96484102422889	1086	256
1584	eval	4	15.023066862858531	68.07849939942352	1086	256
1584	eval	5	15.01886275293877	68.16451172241301	1086	256
1586	warmup	1	14.002544853132175	10.286261921777566	65	256
1586	warmup	2	13.967026795904582	10.526743678164085	65	256
1586	eval	1	13.947113091964376	68.31618163121301	1086	256
1586	eval	2	13.945386163540375	68.39606688606312	1086	256
1586	eval	3	13.953043213228879	68.41115532708723	1086	256
1586	eval	4	13.948334280112846	68.402455610365	1086	256
1586	eval	5	13.948826007411732	68.39300434031075	1086	256
1664	warmup	1	14.694631775488068	10.136276783357046	65	256
1664	warmup	2	14.636049195191669	10.380759884399858	65	256
1664	eval	1	14.62247678024942	68.07851220241508	1086	256
1664	eval	2	14.623345462712924	68.18891191782068	1086	256
1664	eval	3	14.626289727373958	68.30239798650065	1086	256
1664	eval	4	14.624682934303241	68.19811842270437	1086	256
1664	eval	5	14.622840110838842	68.15815881089493	1086	256
