0.00.054.100 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.054.615 W srv  llama_server: -----------------
0.00.054.618 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.054.618 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.054.618 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.054.619 W srv  llama_server: -----------------
0.00.056.023 I srv    load_model: loading model '/home/llm/.cache/huggingface/hub/models--unsloth--Qwen3.6-35B-A3B-GGUF/snapshots/a483e9e6cbd595906af30beda3187c2663a1118c/Qwen3.6-35B-A3B-UD-Q4_K_XL.gguf'
0.00.056.185 W common_fit_params: failed to fit params to free device memory: llama_params_fit is not implemented for SPLIT_MODE_TENSOR, abort
0.08.760.213 I cmn          init: llama threadpool init, n_threads = 16
0.09.074.029 W srv    load_model: cache_reuse is not supported by this context, it will be disabled
0.09.106.362 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 131072, kv_unified = 'false'
0.09.112.037 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.09.112.091 I srv  llama_server: model loaded
0.09.112.100 I srv  llama_server: listening on http://127.0.0.1:18081
0.10.397.411 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.10.397.482 I slot launch_slot_: id  0 | task 0 | processing task, is_child = 0
0.13.732.626 I slot print_timing: id  0 | task 0 | n_gen =    123, tg =  40.45 t/s, tg_3s =  40.78 t/s
0.16.747.894 I slot print_timing: id  0 | task 0 | n_gen =    246, tg =  40.62 t/s, tg_3s =  40.79 t/s
0.19.751.599 I slot print_timing: id  0 | task 0 | n_gen =    367, tg =  40.51 t/s, tg_3s =  40.28 t/s
0.22.759.317 I slot print_timing: id  0 | task 0 | n_gen =    490, tg =  40.61 t/s, tg_3s =  40.89 t/s
0.25.781.548 I slot print_timing: id  0 | task 0 | n_gen =    612, tg =  40.56 t/s, tg_3s =  40.37 t/s
0.28.791.813 I slot print_timing: id  0 | task 0 | n_gen =    735, tg =  40.61 t/s, tg_3s =  40.86 t/s
0.31.796.504 I slot print_timing: id  0 | task 0 | n_gen =    856, tg =  40.56 t/s, tg_3s =  40.27 t/s
0.34.796.566 I slot print_timing: id  0 | task 0 | n_gen =    979, tg =  40.61 t/s, tg_3s =  41.00 t/s
0.35.308.097 I slot print_timing: id  0 | task 0 | prompt eval time =     319.17 ms /    11 tokens (   29.02 ms per token,    34.46 tokens per second)
0.35.308.101 I slot print_timing: id  0 | task 0 |        eval time =   24591.40 ms /  1000 tokens (   24.62 ms per token,    40.62 tokens per second)
0.35.308.102 I slot print_timing: id  0 | task 0 |       total time =   24910.57 ms /  1011 tokens
0.35.308.112 I slot print_timing: id  0 | task 0 |    graphs reused =        996
0.35.308.169 I slot      release: id  0 | task 0 | stop processing: n_tokens = 1010, truncated = 0
0.35.579.808 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 2006438645
0.35.728.699 I slot launch_slot_: id  0 | task 1002 | processing task, is_child = 0
0.40.497.063 I slot print_timing: id  0 | task 1002 | prompt processing, n_tokens =   4096, progress = 0.26, t =   4.77 s / 859.00 tokens per second
0.43.106.834 I slot print_timing: id  0 | task 1002 | prompt processing, n_tokens =   6144, progress = 0.39, t =   7.38 s / 832.74 tokens per second
0.45.791.927 I slot print_timing: id  0 | task 1002 | prompt processing, n_tokens =   8192, progress = 0.52, t =  10.06 s / 814.06 tokens per second
0.48.532.331 I slot print_timing: id  0 | task 1002 | prompt processing, n_tokens =  10240, progress = 0.65, t =  12.80 s / 799.78 tokens per second
0.51.336.743 I slot print_timing: id  0 | task 1002 | prompt processing, n_tokens =  12288, progress = 0.78, t =  15.61 s / 787.29 tokens per second
0.54.211.517 I slot print_timing: id  0 | task 1002 | prompt processing, n_tokens =  14336, progress = 0.91, t =  18.48 s / 775.64 tokens per second
