ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.56811897351121	10.170916779837675	65	256
1584	warmup	2	15.274408325507187	10.470892128063843	65	256
1584	eval	1	15.264292580236066	68.33755555808658	1086	256
1584	eval	2	15.262998455396481	68.4736263991933	1086	256
1584	eval	3	15.25654021358799	68.39631672608623	1086	256
1584	eval	4	15.258339785346154	68.46939134493932	1086	256
1584	eval	5	15.254654710592684	68.41130184943593	1086	256
1586	warmup	1	15.405775179791714	10.184041293937284	65	256
1586	warmup	2	15.395861580379176	10.340318987705043	65	256
1586	eval	1	15.387088970131916	68.24769211568223	1086	256
1586	eval	2	15.383640039648927	68.37738574743283	1086	256
1586	eval	3	15.388971277326695	68.36487707227099	1086	256
1586	eval	4	15.380235160190855	68.38701787703397	1086	256
1586	eval	5	15.378158221664977	68.20396048968435	1086	256
1664	warmup	1	14.851929166972699	10.186625243146908	65	256
1664	warmup	2	14.851533684815765	10.343697187469166	65	256
1664	eval	1	14.841776516587512	68.21761015620766	1086	256
1664	eval	2	14.838310523874668	68.48300495858575	1086	256
1664	eval	3	14.827277278657132	68.38839596276723	1086	256
1664	eval	4	14.838682079265691	68.37346822339917	1086	256
1664	eval	5	14.824855050848385	68.34063894344114	1086	256
