ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.036440461040758	10.256203109428323	65	256
1584	warmup	2	15.041576150358887	10.402619795769366	65	256
1584	eval	1	15.03686263379577	68.46387058790229	1086	256
1584	eval	2	15.026402739641922	68.65268474036041	1086	256
1584	eval	3	15.022023107392325	68.6448433374238	1086	256
1584	eval	4	15.020801463026062	68.69336118513885	1086	256
1584	eval	5	15.019536838552945	68.63441839124336	1086	256
1586	warmup	1	15.483301893964665	10.138695798727234	65	256
1586	warmup	2	15.401561730391933	10.301569737348009	65	256
1586	eval	1	15.379228957550202	68.0771167046764	1086	256
1586	eval	2	15.3770497652387	68.21924711203617	1086	256
1586	eval	3	15.376268399492032	68.15563080985959	1086	256
1586	eval	4	15.375532362792892	68.22305269514668	1086	256
1586	eval	5	15.375147287604802	68.22368700027798	1086	256
1664	warmup	1	15.407204902524454	10.134525694062992	65	256
1664	warmup	2	15.304971586858315	10.33499207306108	65	256
1664	eval	1	15.282571158874983	67.82456819451187	1086	256
1664	eval	2	15.270973279972415	68.02670806231747	1086	256
1664	eval	3	15.27978631696329	68.06886864651385	1086	256
1664	eval	4	15.272759857507538	68.07610105727952	1086	256
1664	eval	5	15.291496237664736	68.06049035891192	1086	256
