ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.407617550191217	9.998756404672168	64	256
1584	warmup	2	15.266052104705558	10.29510599615928	64	256
1584	eval	1	15.262308709168181	68.25036018577183	1085	256
1584	eval	2	15.262918376118494	68.47841837953175	1085	256
1584	eval	3	15.262024821179446	68.32941630493535	1085	256
1584	eval	4	15.25343947184966	68.51678834974632	1085	256
1584	eval	5	15.260844797446863	68.41493627322087	1085	256
1586	warmup	1	15.30920833332835	10.131575927058986	64	256
1586	warmup	2	15.305690817273069	10.31488773534061	64	256
1586	eval	1	15.271284830460104	68.5409575809805	1085	256
1586	eval	2	15.274235169523127	68.69192406459167	1085	256
1586	eval	3	15.277954329658867	68.55901338714257	1085	256
1586	eval	4	15.269959462433008	68.78019870694494	1085	256
1586	eval	5	15.270915890479616	68.57372838710926	1085	256
1664	warmup	1	15.398224861360337	10.171908431208815	64	256
1664	warmup	2	15.394886660559225	10.272370293268146	64	256
1664	eval	1	15.379178142727543	68.59604258366457	1085	256
1664	eval	2	15.378155450324652	68.67857546835465	1085	256
1664	eval	3	15.379142110602226	68.49814070162046	1085	256
1664	eval	4	15.38035158882937	68.57211185482885	1085	256
1664	eval	5	15.381413388462883	68.49367386746657	1085	256
