ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.176695567402994	10.137122516950829	65	256
1584	warmup	2	15.164876865642684	10.44994236454865	65	256
1584	eval	1	15.150371879489443	67.98594456328422	1086	256
1584	eval	2	15.154024678092405	68.22417988065166	1086	256
1584	eval	3	15.152299849808747	68.16416089101982	1086	256
1584	eval	4	15.154021089898508	68.20040544701442	1086	256
1584	eval	5	15.152846047794444	68.25225581247146	1086	256
1586	warmup	1	15.249313468163871	10.266980994238644	65	256
1586	warmup	2	15.243052859572899	10.474049012748369	65	256
1586	eval	1	15.219635993868389	68.44284030224509	1086	256
1586	eval	2	15.227525703736234	68.53898426108884	1086	256
1586	eval	3	15.228473199820469	68.5503494742264	1086	256
1586	eval	4	15.228268472707581	68.57643405573913	1086	256
1586	eval	5	15.227573709784334	68.57544675703808	1086	256
1664	warmup	1	14.675847785317112	10.088452446915339	65	256
1664	warmup	2	14.59992054449491	10.44737928294332	65	256
1664	eval	1	14.594259074550667	68.13353696435732	1086	256
1664	eval	2	14.59404858119339	68.19196477627573	1086	256
1664	eval	3	14.589819201364696	68.45235281325934	1086	256
1664	eval	4	14.604078302960465	68.44658459421164	1086	256
1664	eval	5	14.614431339917287	68.41114670814507	1086	256
