ub	phase	run	eval_tps	prompt_tps	prompt_n	predicted_n
1584	warmup	1	15.332862366896828	10.133702511910998	65	256
1584	warmup	2	15.325611779265214	10.516647286373322	65	256
1584	eval	1	15.30406212253592	68.66466076496226	1086	256
1584	eval	2	15.300444549635	68.9224970328738	1086	256
1584	eval	3	15.299752329282706	68.93851008644673	1086	256
1584	eval	4	15.297028862864286	68.90156440811653	1086	256
1584	eval	5	15.30342537885393	68.88804170834732	1086	256
1586	warmup	1	15.360512119474063	10.252121755459768	65	256
1586	warmup	2	15.317286521152843	10.451083222618845	65	256
1586	eval	1	15.287521250251705	68.30763494437456	1086	256
1586	eval	2	15.286062538386826	68.52476034316896	1086	256
1586	eval	3	15.28366968550984	68.5223477497791	1086	256
1586	eval	4	15.284965492996262	68.49593707456123	1086	256
1586	eval	5	15.293204482509921	68.48615762953139	1086	256
1664	warmup	1	14.788809446536895	9.998148035348528	65	256
1664	warmup	2	14.729922554555232	10.380948882610632	65	256
1664	eval	1	14.705481094696694	68.07174009231807	1086	256
1664	eval	2	14.694931218824573	68.36831155200348	1086	256
1664	eval	3	14.691269569588844	68.3958127403261	1086	256
1664	eval	4	14.696626045039189	68.33138962199718	1086	256
1664	eval	5	14.69640162050791	68.34017018212656	1086	256
