0.00.134.306 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.134.869 W srv  llama_server: -----------------
0.00.134.872 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.134.873 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.134.873 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.134.874 W srv  llama_server: -----------------
0.00.136.220 I srv    load_model: loading model '/home/ubuntu/models/Qwen3.8-27B-GGUF/Qwen3.8-27B-UD-Q4_K_XL.gguf'
0.00.136.390 W common_fit_params: failed to fit params to free device memory: llama_params_fit is not implemented for SPLIT_MODE_TENSOR, abort
0.01.210.156 W model has unused tensor blk.64.attn_norm.weight (size = 20480 bytes) -- ignoring
0.01.210.166 W model has unused tensor blk.64.post_attention_norm.weight (size = 20480 bytes) -- ignoring
0.01.210.178 W model has unused tensor blk.64.attn_q.weight (size = 51609600 bytes) -- ignoring
0.01.210.182 W model has unused tensor blk.64.attn_k.weight (size = 5570560 bytes) -- ignoring
0.01.210.186 W model has unused tensor blk.64.attn_v.weight (size = 5570560 bytes) -- ignoring
0.01.210.201 W model has unused tensor blk.64.attn_output.weight (size = 25804800 bytes) -- ignoring
0.01.210.206 W model has unused tensor blk.64.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.01.210.210 W model has unused tensor blk.64.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.01.210.214 W model has unused tensor blk.64.ffn_gate.weight (size = 73113600 bytes) -- ignoring
0.01.210.219 W model has unused tensor blk.64.ffn_down.weight (size = 73113600 bytes) -- ignoring
0.01.210.223 W model has unused tensor blk.64.ffn_up.weight (size = 73113600 bytes) -- ignoring
0.01.210.228 W model has unused tensor blk.64.nextn.eh_proj.weight (size = 43008000 bytes) -- ignoring
0.01.210.232 W model has unused tensor blk.64.nextn.enorm.weight (size = 20480 bytes) -- ignoring
0.01.210.236 W model has unused tensor blk.64.nextn.hnorm.weight (size = 20480 bytes) -- ignoring
0.01.210.249 W model has unused tensor blk.64.nextn.shared_head_norm.weight (size = 20480 bytes) -- ignoring
0.09.909.039 I cmn          init: llama threadpool init, n_threads = 16
0.10.146.770 W srv    load_model: cache_reuse is not supported by this context, it will be disabled
0.10.206.639 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 8192, kv_unified = 'false'
0.10.213.990 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.10.214.034 I srv  llama_server: model loaded
0.10.214.040 I srv  llama_server: listening on http://127.0.0.1:18081
0.15.537.899 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.15.537.990 I slot launch_slot_: id  0 | task 0 | processing task, is_child = 0
0.20.935.044 I slot print_timing: id  0 | task 0 | prompt eval time =     478.42 ms /    11 tokens (   43.49 ms per token,    22.99 tokens per second)
0.20.935.049 I slot print_timing: id  0 | task 0 |        eval time =    4918.59 ms /   100 tokens (   49.68 ms per token,    20.13 tokens per second)
0.20.935.050 I slot print_timing: id  0 | task 0 |       total time =    5397.01 ms /   111 tokens
0.20.935.069 I slot print_timing: id  0 | task 0 |    graphs reused =         99
0.20.935.103 I slot      release: id  0 | task 0 | stop processing: n_tokens = 110, truncated = 0
0.21.234.873 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 663538307
0.21.521.367 I slot launch_slot_: id  0 | task 102 | processing task, is_child = 0
0.29.744.283 I slot print_timing: id  0 | task 102 | prompt processing, n_tokens =   2048, progress = 0.52, t =   8.22 s / 249.06 tokens per second
0.35.416.418 I slot print_timing: id  0 | task 102 | prompt processing, n_tokens =   3401, progress = 0.87, t =  13.89 s / 244.76 tokens per second
0.37.624.316 I slot print_timing: id  0 | task 102 | prompt processing, n_tokens =   3913, progress = 1.00, t =  16.10 s / 243.00 tokens per second
0.43.190.156 I slot print_timing: id  0 | task 102 | prompt eval time =   16702.75 ms /  3917 tokens (    4.26 ms per token,   234.51 tokens per second)
0.43.190.160 I slot print_timing: id  0 | task 102 |        eval time =    4965.99 ms /   100 tokens (   50.16 ms per token,    19.94 tokens per second)
0.43.190.162 I slot print_timing: id  0 | task 102 |       total time =   21668.74 ms /  4017 tokens
0.43.190.163 I slot print_timing: id  0 | task 102 |    graphs reused =        197
0.43.190.308 I slot      release: id  0 | task 102 | stop processing: n_tokens = 4016, truncated = 0
0.43.416.999 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 685793513
0.44.015.116 I slot launch_slot_: id  0 | task 206 | processing task, is_child = 0
0.44.504.873 I slot print_timing: id  0 | task 206 | prompt eval time =     108.95 ms /     2 tokens (   54.48 ms per token,    18.36 tokens per second)
0.44.504.878 I slot print_timing: id  0 | task 206 |        eval time =     380.77 ms /     8 tokens (   54.40 ms per token,    18.38 tokens per second)
0.44.504.879 I slot print_timing: id  0 | task 206 |       total time =     489.73 ms /    10 tokens
0.44.504.880 I slot print_timing: id  0 | task 206 |    graphs reused =        203
0.44.504.911 I slot      release: id  0 | task 206 | stop processing: n_tokens = 9, truncated = 0
0.44.511.932 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 687108115
0.44.672.091 I slot launch_slot_: id  0 | task 215 | processing task, is_child = 0
